"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:460",3,1416,59,312,300059,207,1,4,1,1,304,NA,NA,27,2,1,1,3,2,2,2,1,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,3,3,1,5,7,5,6,7,7,6,5,5,5,6,4,5,6,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,5,6,5,2,5,1,NA,3,2,2,6,2,3,6,5,2,4,9,1,2,2,0,0,NA,NA,0,NA,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1,5,1,2,2,2,3,3,NA,NA,NA,0,7,3,1,NA,1,0,1,1,1,0,0,1,0,0,0,1,0,3,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:461",3,1196,48,309,300048,177,2,5,1,1,302,NA,NA,40,2,2,5,2,2,1,2,1,4,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,3,3,3,6,6,6,6,6,7,6,7,6,6,7,4,5,6,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,5,6,6,6,5,2,NA,2,2,2,6,5,5,9,8,6,6,7,3,2,2,0,0,NA,0,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,1,1,1,1,4,2,2,2,2,NA,NA,NA,2,2,5,1,NA,0,1,1,0,0,0,0,1,1,0,0,1,0,4,2,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:462",3,1340,54,312,300054,198,1,2,1,1,301,NA,NA,18,1,1,5,1,1,2,2,4,4,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,3,2,4,4,6,5,7,6,7,4,3,5,2,3,7,7,4,5,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,4,7,6,5,6,2,NA,2,2,2,5,2,7,4,8,6,4,5,1,2,2,0,0,NA,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,3,1,1,2,1,1,2,1,NA,NA,NA,0,2,1,1,NA,1,1,1,0,1,1,0,1,1,1,1,1,0,4,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:463",3,345,15,303,300015,48,1,3,1,1,303,NA,NA,48,2,3,1,1,1,2,2,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,1,NA,NA,3,3,4,3,7,6,7,1,7,1,3,NA,1,1,1,1,7,1,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,7,7,7,5,5,2,NA,1,3,1,1,9,1,5,1,1,2,1,1,2,2,0,0,NA,NA,0,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,1,5,1,4,2,1,3,1,NA,NA,NA,2,3,5,5,NA,0,0,1,0,0,0,0,1,1,0,0,0,0,6,1,2,3,NA,2,2010,NA,NA,NA,NA,NA
"1:464",3,1224,51,311,300051,181,1,3,1,1,302,NA,NA,20,1,3,1,3,3,2,2,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,1,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,3,2,3,4,7,6,7,6,7,6,6,5,5,3,3,4,4,7,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,5,5,6,3,3,2,NA,3,3,4,8,3,3,5,3,5,3,2,2,2,1,0,0,NA,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,4,1,4,3,NA,2,2,4,3,NA,NA,NA,0,7,5,2,NA,0,0,1,0,0,0,0,1,1,0,0,1,1,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:465",3,1077,42,306,300042,163,2,5,1,1,303,NA,NA,38,2,2,5,2,2,2,3,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,1,4,1,4,5,7,6,7,1,3,2,4,7,4,6,2,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,7,4,6,1,7,2,NA,1,3,3,7,3,2,4,7,2,2,6,2,2,2,0,0,NA,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,1,5,NA,2,2,4,3,NA,NA,NA,6,1,5,1,NA,1,0,0,0,0,0,0,1,0,0,0,1,0,2,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:466",3,389,17,303,300017,54,2,5,1,1,303,NA,NA,70,2,3,3,1,2,2,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,1,2,NA,3,5,4,5,5,6,6,6,3,4,6,4,6,3,3,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,5,5,3,5,4,2,NA,1,1,4,6,3,4,9,4,5,5,6,2,1,2,0,0,NA,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,5,5,NA,2,2,3,1,NA,NA,NA,7,2,5,3,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,9,2,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:467",3,99,6,302,300006,14,1,2,1,1,301,NA,NA,21,1,3,5,3,2,2,3,3,4,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,2,2,3,4,7,5,4,5,7,6,7,6,6,7,5,6,6,7,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,6,5,4,5,2,NA,3,2,3,6,5,5,6,4,5,4,1,1,1,2,0,0,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,2,1,1,3,NA,2,2,3,2,NA,NA,NA,0,2,1,2,NA,1,1,1,1,1,0,0,1,1,1,1,1,1,5,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:468",3,801,32,306,300032,117,1,1,1,1,301,NA,NA,75,2,3,5,1,2,2,3,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,2,NA,2,1,7,7,5,7,7,7,3,1,3,7,2,7,5,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,1,1,7,3,1,3,NA,1,4,3,6,1,1,1,10,10,10,8,1,2,2,0,0,NA,NA,NA,NA,0,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,1,1,5,NA,2,2,3,2,NA,NA,NA,5,2,5,2,NA,1,1,0,0,0,0,0,1,1,1,0,1,0,4,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
"1:469",3,888,34,306,300034,134,1,1,1,1,301,NA,NA,21,1,1,5,2,2,2,3,4,2,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,2,2,1,8,1,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,1,1,2,5,7,5,6,7,7,5,6,6,6,5,5,6,5,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,7,6,5,6,6,2,NA,2,3,3,9,8,5,7,10,9,8,4,1,2,2,1,0,NA,NA,0,0,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,4,3,4,1,4,1,1,2,2,NA,NA,NA,0,2,2,1,NA,1,0,1,0,0,0,0,1,1,0,0,1,0,4,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:470",3,1535,66,314,300066,221,1,4,1,1,304,NA,NA,59,1,3,5,2,3,2,4,2,2,4,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,1,3,3,4,4,5,3,5,7,4,5,3,6,4,1,6,4,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,7,5,2,3,2,NA,3,4,3,7,1,5,7,9,8,10,4,1,1,2,0,0,NA,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,3,1,1,4,2,2,4,2,NA,NA,NA,4,2,5,1,NA,1,1,1,0,0,0,0,0,0,0,0,1,0,4,1,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:471",3,322,13,303,300013,45,1,3,1,1,302,NA,NA,63,2,4,1,3,3,2,1,1,4,4,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,3,2,1,4,7,2,7,5,7,6,3,3,2,1,1,6,3,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,6,3,6,5,5,1,NA,3,4,3,2,1,2,2,2,1,1,1,1,2,2,0,0,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,1,1,5,5,NA,1,2,2,2,NA,NA,NA,1,2,5,1,NA,1,0,1,0,1,1,0,1,1,0,0,1,0,2,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:472",3,1008,38,306,300038,155,2,5,1,1,302,NA,NA,26,1,3,5,1,2,2,3,4,4,4,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,3,4,4,5,5,4,7,7,5,6,1,4,4,1,7,3,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,6,7,6,2,6,2,NA,2,3,3,8,10,7,9,9,9,8,1,1,1,2,0,0,NA,0,0,NA,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,3,3,5,1,2,1,1,3,2,NA,NA,NA,1,2,1,1,NA,0,0,1,0,0,0,0,1,1,0,0,1,0,4,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:473",3,27,1,301,300001,5,2,5,1,1,301,NA,NA,48,1,4,3,3,3,2,4,4,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,4,1,2,4,7,6,7,6,7,7,5,3,5,3,3,7,4,4,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,6,5,4,3,5,3,NA,2,4,3,2,1,3,2,3,1,6,1,1,1,2,0,0,NA,NA,0,0,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,5,1,5,1,4,2,2,3,3,NA,NA,NA,4,1,5,2,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:474",3,614,30,305,300030,84,2,5,1,1,304,NA,NA,38,2,1,5,3,3,2,1,1,2,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,4,2,4,2,4,3,4,5,7,4,6,5,2,6,2,6,6,2,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,7,1,6,4,2,NA,1,3,1,9,2,4,7,8,1,1,10,9,2,2,0,0,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,5,NA,2,1,3,3,NA,NA,NA,3,3,5,1,NA,1,1,1,0,0,0,0,1,1,0,0,1,0,2,1,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:475",3,1237,51,311,300051,183,2,5,1,1,302,NA,NA,22,1,1,5,1,2,2,3,1,4,3,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,0,0,1,NA,NA,4,2,3,5,6,5,6,6,7,7,7,6,5,7,6,7,6,6,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,5,5,5,5,4,2,NA,2,2,2,5,5,6,6,7,5,7,4,3,1,2,0,0,NA,0,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,1,5,4,NA,1,1,2,3,NA,NA,NA,0,1,1,1,NA,1,1,1,2,1,1,0,0,1,1,1,1,1,4,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:476",3,1271,52,311,300052,186,2,5,1,1,304,NA,NA,36,2,3,1,2,3,2,4,4,2,2,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,1,3,NA,NA,2,3,4,3,1,1,1,1,7,1,2,2,2,1,1,1,2,4,NA,NA,NA,NA,NA,3,5,NA,NA,NA,NA,4,5,4,1,4,4,NA,3,3,3,1,1,10,5,4,9,9,10,7,1,2,0,0,NA,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,1,4,1,4,2,1,4,3,NA,NA,NA,3,2,5,2,NA,1,0,1,0,0,0,0,0,0,0,0,1,1,4,2,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:477",3,1542,66,314,300066,222,2,5,1,1,304,NA,NA,25,1,1,5,2,2,2,3,2,4,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,4,3,2,5,5,4,5,4,7,5,6,5,4,6,4,6,5,5,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,5,5,4,4,3,2,NA,2,3,1,7,3,4,5,6,4,5,4,3,2,2,0,0,NA,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,4,1,1,1,4,2,1,3,2,NA,NA,NA,2,4,5,2,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,6,1,6,3,NA,1,2010,NA,NA,NA,NA,NA
"1:478",3,313,12,303,300012,44,2,5,1,1,301,NA,NA,21,2,2,3,3,2,2,3,4,4,4,4,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,2,1,2,5,7,5,4,4,4,4,4,4,4,1,1,5,5,6,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,3,4,4,3,3,3,NA,2,2,2,5,5,8,5,6,4,6,2,1,2,1,0,0,NA,NA,0,0,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,3,1,5,1,2,2,2,2,2,NA,NA,NA,2,NA,3,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,5,2,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:479",3,121,6,302,300006,18,1,2,1,1,301,NA,NA,18,1,1,5,2,2,2,4,1,4,2,4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,2,1,5,1,NA,NA,NA,NA,NA,NA,1,0,4,NA,NA,2,3,2,4,5,5,3,1,7,2,5,3,1,2,1,5,3,4,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,5,3,3,5,2,NA,2,2,4,5,2,3,5,8,2,2,1,1,2,2,0,1,NA,0,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,1,1,5,4,NA,2,1,2,3,NA,NA,NA,0,7,1,2,NA,1,1,1,2,0,0,0,1,1,1,1,1,0,5,1,5,3,NA,1,2010,NA,NA,NA,NA,NA
"1:480",3,1206,50,310,300050,179,1,3,1,1,302,NA,NA,27,2,4,3,2,2,1,4,4,1,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,3,2,4,4,5,3,4,6,7,5,7,5,3,7,1,6,6,5,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,2,7,5,2,5,3,NA,4,4,4,8,3,10,6,6,3,6,2,1,2,2,0,1,NA,0,NA,NA,1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,1,1,1,2,4,2,1,4,2,NA,NA,NA,1,1,2,1,NA,1,0,1,0,0,1,0,1,1,0,0,1,1,4,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:481",3,460,21,304,300021,63,1,1,1,1,301,NA,NA,56,1,3,5,2,2,2,3,1,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,2,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,3,NA,NA,4,1,3,3,5,3,3,4,6,1,7,2,4,2,2,3,5,2,NA,NA,NA,NA,NA,3,4,NA,NA,NA,NA,1,7,5,2,6,3,NA,3,3,2,7,3,1,5,3,4,7,1,1,2,2,0,0,NA,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,1,1,5,1,4,2,2,2,1,NA,NA,NA,1,1,5,1,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:482",3,1086,43,306,300043,164,1,4,1,1,304,NA,NA,40,2,1,1,3,2,1,3,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,4,3,4,1,7,3,7,7,7,7,7,3,7,7,3,3,7,7,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,4,5,4,1,4,2,NA,4,4,4,1,4,4,2,1,1,1,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,2,1,1,5,NA,2,2,3,2,NA,NA,NA,1,2,5,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,5,1,6,3,NA,2,2010,NA,NA,NA,NA,NA
"1:483",3,569,28,304,300028,79,1,3,1,1,303,NA,NA,43,1,3,1,2,2,1,2,1,4,4,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,2,2,1,5,4,5,6,5,7,6,4,5,4,6,4,6,5,6,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,5,4,5,5,4,2,NA,1,2,2,8,6,3,6,6,5,5,6,2,1,2,0,0,NA,0,NA,NA,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,2,1,1,3,NA,2,2,2,3,NA,NA,NA,3,2,5,2,NA,1,0,1,0,0,0,0,1,0,0,0,1,0,3,2,3,3,NA,1,2010,NA,NA,NA,NA,NA
"1:484",3,1087,43,306,300043,164,1,4,1,1,304,NA,NA,45,2,1,5,2,2,2,3,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,1,0,2,NA,NA,3,2,3,2,5,3,7,7,7,2,6,4,3,7,4,7,6,1,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,5,7,6,7,2,NA,1,2,3,8,7,2,8,6,8,7,7,2,2,2,0,0,NA,NA,0,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,2,1,1,1,2,2,2,2,2,NA,NA,NA,1,2,1,1,NA,1,1,1,0,0,0,0,1,1,1,0,1,1,4,1,5,3,NA,2,2010,NA,NA,NA,NA,NA
"1:485",3,806,32,306,300032,118,1,1,1,1,301,NA,NA,35,2,1,5,3,3,2,3,1,2,4,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,1,1,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,1,4,NA,NA,1,2,3,5,7,6,7,7,7,3,7,5,3,7,2,7,4,4,NA,NA,NA,NA,NA,2,5,NA,NA,NA,NA,3,6,6,4,6,2,NA,3,3,3,7,8,10,1,1,3,3,7,10,2,2,0,0,NA,NA,NA,NA,NA,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,2,1,1,7,NA,1,1,1,2,NA,NA,NA,4,2,2,1,NA,1,0,1,2,1,1,0,1,1,1,1,1,1,3,1,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:486",3,948,35,306,300035,144,1,1,1,1,301,NA,NA,52,2,1,1,3,2,2,3,1,4,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,NA,2,NA,NA,NA,NA,NA,NA,0,0,2,NA,NA,4,3,1,4,3,5,6,5,7,4,5,4,4,3,3,4,6,3,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,4,5,2,5,3,3,NA,3,3,3,3,2,3,3,6,3,2,2,2,2,2,0,0,NA,NA,NA,NA,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,1,1,5,5,NA,2,2,3,3,NA,NA,NA,2,1,5,2,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,3,3,NA,2,2010,NA,NA,NA,NA,NA
"1:487",3,245,10,302,300010,35,1,3,1,1,303,NA,NA,19,2,1,5,3,2,2,2,4,4,4,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,2,NA,NA,NA,NA,NA,NA,1,0,3,NA,NA,1,2,4,5,4,4,3,4,4,2,1,3,2,3,2,6,3,2,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,7,7,1,2,4,3,NA,2,4,4,10,10,2,5,3,2,2,10,7,1,1,1,0,NA,0,NA,NA,0,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,5,4,4,4,NA,1,2,1,1,NA,NA,NA,1,2,1,1,NA,1,1,1,2,1,1,0,1,1,1,1,1,1,4,1,4,3,NA,2,2010,NA,NA,NA,NA,NA
