"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","cp21a","cp22","cp23","cp24","cp25","cp26","escp27","escp28n","escp29","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","cpol1","cpol2","cpol3","cpol4","ico2","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj18","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b20","b21","b21a","b32","b37","b47a","esb48","paz1","paz4","paz5","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","epn3a","epn3b","epn3c","e5","e15","e16","d1","d2","d3","d4","d5","d6","dem11","aut1","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","exc7","diso7","diso8","diso10","diso18","diso14","diso16","diso17","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar4f","vicbar7","vicbar7f","fear10","vic44","vb1","vb2","elsvb2n","elsvb3u","elsvb48","vb10","eref6","pol1","vb20","vb49","clien1na","for5","mil10a","mil10e","dvw1","dvw2","wf1","cct1b","ed","ed2","mov1","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","pr1","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4","elsvb12","elsvb13"
"1:2467",3,1356,30614,306,NA,129,1,1,1,1,305,1,1990,21,2,1,3,3,3,2,3,2,4,4,4,4,4,1,0,0,0,0,1,0,NA,NA,NA,2,2,1,2,1,1,1,2,2,2,1,NA,1,0,0,3,2,2,3,2,4,5,4,5,6,5,7,4,5,6,2,3,3,5,6,5,4,NA,2,3,3,3,4,2,2,3,NA,5,6,3,3,3,NA,NA,NA,NA,NA,9,1,1,6,3,4,5,10,NA,2,1,0,0,0,NA,0,1,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,4,4,NA,NA,2,NA,2,NA,NA,NA,NA,12,4,NA,3,1,4,1,2,1,1,1,3,NA,8,NA,0,2,2,1,NA,1,0,1,0,1,1,0,1,1,1,1,1,1,4,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2468",3,194,3011,301,NA,1,1,2,1,1,301,1,1977,34,2,1,5,3,1,1,1,4,3,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,10,2,1,1,2,2,NA,2,1,1,2,1,NA,2,1,0,2,3,3,4,1,4,NA,4,4,1,1,7,4,4,4,4,7,4,4,5,6,6,NA,1,1,2,2,2,2,2,2,NA,2,7,5,4,4,NA,NA,NA,NA,NA,7,2,1,7,6,4,4,5,NA,1,2,0,0,0,NA,0,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,3,2,NA,NA,4,NA,3,NA,NA,NA,NA,8,2,NA,3,1,1,5,NA,2,2,2,2,NA,4,NA,2,2,2,1,NA,1,1,1,0,1,1,0,1,0,1,0,1,0,5,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2469",3,453,30515,305,NA,79,2,5,1,1,302,2,1971,41,2,2,NA,3,3,2,2,2,4,4,4,4,3,1,0,0,0,0,0,0,NA,NA,1,2,2,2,2,2,NA,2,2,2,1,2,NA,2,0,0,1,NA,NA,4,NA,2,4,7,5,7,7,7,4,6,7,4,7,4,7,7,6,5,NA,2,1,2,2,2,2,2,2,NA,7,7,5,3,6,3,2,NA,NA,NA,1,1,1,7,4,7,1,5,1,2,2,0,0,0,NA,NA,NA,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,4,1,1,1,5,NA,1,1,3,2,NA,10,NA,5,4,5,1,NA,1,0,1,0,0,0,0,0,0,0,NA,1,0,6,1,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2470",3,1207,3122,312,NA,216,2,5,1,1,304,2,1955,57,2,1,NA,2,2,2,3,4,2,4,4,4,2,0,NA,NA,NA,NA,0,0,NA,NA,6,2,1,1,NA,2,NA,2,1,1,1,1,NA,1,0,0,1,2,2,4,1,NA,NA,7,7,7,NA,7,1,1,1,5,7,1,4,7,4,3,NA,2,3,3,3,3,2,2,2,NA,7,7,NA,1,1,NA,1,NA,NA,NA,7,1,7,2,8,NA,7,1,1,NA,2,0,0,0,NA,NA,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,5,2,4,5,NA,2,2,2,2,NA,7,NA,3,NA,5,2,NA,0,0,1,0,0,0,0,1,0,0,NA,1,0,5,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2471",3,59,3064,306,NA,96,1,1,1,1,305,2,1984,27,1,1,NA,3,2,2,4,2,4,4,4,NA,1,0,NA,NA,NA,NA,0,0,NA,NA,1,1,2,2,2,1,1,2,2,2,2,2,NA,2,1,0,2,2,2,4,NA,4,1,1,1,1,1,6,1,1,1,1,6,1,1,1,1,1,NA,3,4,4,4,4,3,NA,1,NA,4,7,NA,1,7,4,1,NA,NA,NA,10,5,1,10,10,10,10,10,10,2,1,0,0,0,NA,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,3,4,1,1,1,1,4,2,1,2,2,NA,3,NA,0,1,1,1,NA,1,1,1,0,0,0,0,1,1,1,1,1,0,4,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2472",3,905,3078,309,NA,166,2,5,1,1,302,3,1979,32,1,2,NA,2,2,2,4,2,3,4,3,NA,4,1,0,0,0,0,0,0,NA,NA,1,1,1,1,2,2,NA,2,2,2,2,2,NA,2,0,0,4,2,2,3,2,1,4,6,4,3,3,7,3,5,3,1,5,3,3,1,3,3,NA,2,1,3,3,3,4,2,2,NA,2,3,2,3,2,3,2,NA,NA,NA,3,2,1,2,2,2,3,2,1,1,2,0,0,0,NA,0,NA,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,1,1,2,4,2,2,4,2,NA,5,NA,3,NA,5,2,NA,0,0,0,0,0,0,0,0,0,0,NA,1,0,4,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2473",3,467,3036,303,NA,44,1,3,1,1,301,2,1987,24,2,2,NA,2,2,2,2,4,4,4,4,4,4,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,2,2,2,NA,2,2,2,1,2,NA,2,0,0,2,2,2,4,NA,NA,4,7,3,4,5,7,2,1,4,5,6,5,6,6,NA,7,NA,2,4,4,2,3,2,2,2,NA,4,5,2,5,3,NA,NA,NA,NA,NA,NA,7,4,4,5,6,5,6,7,2,2,0,0,0,NA,NA,NA,0,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,5,4,1,1,5,NA,2,2,3,2,NA,6,NA,1,NA,5,1,NA,1,1,0,0,0,0,0,1,1,0,NA,1,1,1,1,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2474",3,973,31123,311,NA,211,1,3,1,1,304,2,1964,47,2,1,NA,3,3,2,3,1,2,4,4,4,1,0,NA,NA,NA,NA,0,0,NA,NA,10,2,NA,NA,2,2,NA,2,2,2,1,1,NA,2,1,1,3,1,1,1,1,1,1,2,3,4,5,7,7,7,7,7,7,5,6,1,3,6,NA,2,3,4,3,4,2,2,2,NA,7,5,7,5,6,3,2,NA,NA,NA,10,6,7,2,3,1,3,6,7,1,1,0,0,0,NA,1,NA,1,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2,1,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,1,5,1,4,2,1,4,3,NA,3,NA,2,1,5,1,NA,1,1,1,0,0,0,0,1,0,0,NA,1,0,5,2,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2475",3,805,3067,306,NA,104,1,1,1,1,305,1,1957,54,2,1,NA,3,3,2,3,1,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,6,2,2,1,2,2,NA,2,2,2,2,2,NA,2,1,1,3,3,3,2,2,3,3,7,5,3,7,7,4,4,4,4,2,6,6,6,6,6,NA,2,2,3,3,3,2,2,3,NA,6,5,7,3,1,2,2,NA,NA,NA,5,1,1,3,5,3,5,1,1,2,2,0,0,0,0,NA,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,1,1,5,2,4,2,2,4,2,NA,1,NA,0,2,5,1,NA,1,0,0,0,0,0,0,1,1,0,NA,1,0,3,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2476",3,119,30619,306,NA,155,1,1,1,1,305,1,1962,49,2,4,NA,2,3,2,3,1,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,5,2,NA,NA,2,2,NA,2,2,2,2,2,NA,2,0,0,3,3,3,3,2,NA,2,7,5,5,7,7,6,3,6,1,5,5,6,4,7,5,NA,2,4,4,3,3,3,3,4,NA,6,7,4,1,4,2,1,NA,NA,NA,1,1,1,1,1,1,1,6,1,1,2,0,0,0,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,3,2,1,1,1,4,2,2,3,1,NA,6,NA,2,2,5,1,NA,1,1,1,0,0,0,0,1,1,0,NA,1,1,4,2,5,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2477",3,1333,30618,306,NA,149,2,1,1,1,305,1,1988,23,1,2,NA,3,3,2,4,4,4,4,4,NA,3,1,0,0,1,1,1,1,NA,NA,6,2,1,1,1,2,NA,2,2,2,2,1,NA,2,1,0,2,3,3,3,3,1,6,6,5,5,4,7,5,5,5,3,6,2,5,5,6,5,NA,2,2,3,2,4,2,2,2,NA,7,7,NA,2,5,2,2,NA,NA,NA,10,1,1,10,8,8,7,1,1,2,2,0,0,0,0,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4,3,1,1,1,2,2,1,3,2,NA,7,NA,1,2,5,1,NA,1,0,1,0,0,0,0,1,0,0,NA,1,0,6,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2478",3,4,3062,306,NA,93,1,1,1,1,305,1,1986,25,1,1,27,2,1,2,2,4,3,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,10,2,2,2,2,2,NA,2,2,2,2,2,NA,1,1,0,3,3,3,3,2,4,1,5,2,4,4,7,7,2,1,1,3,4,5,6,6,6,NA,2,1,2,2,3,1,2,2,NA,6,7,4,1,6,NA,NA,NA,NA,NA,8,3,1,8,9,7,9,9,NA,2,2,0,0,0,0,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,2,2,1,NA,NA,10,2,2,NA,NA,NA,NA,9,3,NA,5,2,4,2,4,2,2,2,2,NA,4,NA,2,2,3,1,NA,1,0,1,0,0,0,0,1,1,1,1,1,0,4,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2479",3,202,3015,301,NA,6,1,4,1,1,301,3,1968,43,1,2,5,1,3,2,4,1,2,1,1,NA,2,1,1,1,1,1,0,0,NA,NA,NA,2,NA,NA,2,2,NA,2,1,1,1,1,NA,1,0,0,1,3,3,4,NA,NA,NA,6,4,7,6,7,2,7,5,3,7,4,5,1,3,2,NA,2,3,2,3,3,3,2,2,NA,5,NA,4,4,6,NA,NA,NA,NA,NA,6,6,NA,5,7,NA,7,6,NA,NA,2,0,0,0,1,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,4,1,3,NA,NA,1,NA,NA,NA,NA,NA,NA,12,1,NA,4,1,1,1,1,2,2,2,3,NA,6,NA,3,2,5,1,NA,1,0,1,3,1,1,0,1,1,1,0,1,1,5,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2480",3,1020,31217,312,NA,222,1,2,1,1,304,1,1941,70,1,4,4,3,3,2,4,1,2,2,4,NA,3,1,0,0,0,0,0,1,NA,NA,NA,2,2,2,2,2,NA,2,1,2,1,2,NA,1,0,1,4,3,3,4,2,1,1,7,1,1,1,7,1,5,1,1,1,1,1,NA,6,1,NA,3,4,4,3,4,3,3,2,NA,2,6,3,1,1,NA,NA,NA,NA,NA,5,2,9,10,7,5,3,1,NA,2,2,0,0,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,2,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,0,NA,1,1,5,7,NA,2,1,4,3,NA,5,NA,2,1,5,3,NA,0,1,1,0,0,0,0,0,1,1,0,1,0,6,1,5,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2481",3,820,30822,308,NA,178,2,5,1,1,303,3,1992,20,2,1,57,3,2,2,3,1,4,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,2,NA,1,2,2,2,2,NA,2,1,0,3,3,3,4,1,4,2,6,3,4,5,6,3,6,5,4,7,1,5,4,1,2,NA,1,1,1,3,2,2,2,3,NA,2,7,3,1,2,NA,NA,NA,NA,NA,5,5,1,5,6,4,5,1,NA,2,2,0,0,0,0,NA,NA,0,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,2,4,1,NA,NA,4,NA,3,NA,NA,NA,NA,9,0,NA,1,1,1,5,NA,1,2,3,2,NA,6,NA,4,2,3,2,NA,0,0,1,0,0,0,0,0,0,0,NA,1,0,5,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2482",3,133,3011,301,NA,4,2,5,1,1,301,1,1963,48,1,1,NA,2,1,2,2,1,2,2,4,NA,1,1,0,1,1,0,0,1,NA,NA,8,2,1,1,2,2,NA,2,2,2,2,2,NA,2,0,0,1,2,2,4,1,1,6,7,7,7,4,7,6,7,5,7,2,7,7,7,6,5,NA,2,1,1,1,2,2,2,2,NA,3,4,5,4,3,2,2,NA,NA,NA,5,4,5,10,5,4,10,5,5,1,1,0,0,0,NA,0,NA,NA,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,5,1,1,2,1,4,2,2,2,2,NA,7,NA,5,1,5,2,NA,0,0,1,0,0,0,0,1,0,0,NA,1,1,6,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2483",3,214,3015,301,NA,8,1,4,1,1,301,3,1982,29,1,1,5,3,2,2,2,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,10,2,NA,NA,NA,2,NA,2,2,2,2,2,NA,2,1,0,1,2,2,3,1,NA,NA,3,4,5,6,7,4,6,4,4,3,3,1,6,7,5,NA,2,1,3,4,4,2,2,2,NA,6,7,4,1,2,NA,NA,NA,NA,NA,8,6,6,6,6,5,6,3,NA,2,2,0,0,0,NA,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,4,3,NA,NA,4,NA,2,NA,NA,NA,NA,11,0,NA,5,1,5,2,2,2,2,2,2,NA,5,NA,1,2,2,1,NA,1,0,1,0,0,0,0,1,0,0,NA,1,0,5,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2484",3,277,3021,302,NA,20,2,5,1,1,301,2,1984,28,2,1,NA,3,3,2,2,1,2,4,4,4,1,0,NA,NA,NA,NA,0,0,NA,NA,7,2,2,NA,2,2,NA,2,2,2,2,2,NA,2,1,0,3,2,2,3,3,1,4,6,3,3,6,7,6,2,6,4,1,1,4,6,4,4,NA,1,1,1,3,3,3,3,4,NA,3,3,4,4,4,3,NA,NA,NA,NA,4,1,2,5,8,4,6,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,3,1,1,5,2,4,1,2,2,1,NA,5,NA,3,2,5,2,NA,1,0,1,1,0,0,0,0,1,1,1,1,0,4,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2485",3,572,3047,304,NA,53,1,3,1,1,302,2,1979,32,1,1,5,2,1,1,4,4,2,3,1,NA,1,1,1,1,1,1,1,1,NA,NA,1,1,2,2,2,2,NA,2,1,1,1,1,NA,2,0,0,1,2,2,4,2,1,6,7,6,7,7,7,7,7,7,6,7,6,7,1,4,7,NA,1,1,2,1,2,2,1,1,NA,5,7,7,7,7,NA,NA,NA,NA,NA,10,8,1,6,8,7,7,6,NA,2,NA,0,0,0,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,1,1,1,2,NA,NA,10,2,1,NA,NA,NA,NA,18,8,NA,2,1,1,1,1,1,2,1,1,NA,14,NA,1,2,2,1,NA,1,1,1,0,1,0,1,1,1,1,1,1,0,4,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2486",3,932,3073,309,NA,163,2,5,1,1,302,3,1978,33,2,1,3,3,3,2,3,1,2,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,6,2,1,1,2,1,2,2,2,2,2,2,NA,1,1,0,2,2,2,4,2,4,1,1,1,1,1,7,1,7,1,1,7,1,1,1,1,1,NA,3,4,4,4,4,2,4,4,NA,1,1,5,1,1,NA,NA,NA,NA,NA,10,5,5,5,5,5,5,1,NA,2,2,0,0,0,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,9,1,NA,2,1,1,5,NA,2,2,3,2,NA,4,NA,2,2,5,2,NA,1,0,1,0,0,0,0,0,0,0,NA,1,0,4,1,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2487",3,871,3102,310,NA,189,1,4,1,1,303,3,1988,23,1,2,NA,3,3,2,3,2,4,4,4,NA,2,0,NA,NA,NA,NA,0,1,NA,NA,5,2,2,1,2,1,3,1,2,2,2,2,NA,1,0,0,2,2,2,3,2,4,4,4,2,3,5,7,3,5,2,1,5,2,4,4,5,4,NA,2,3,3,2,4,2,2,3,NA,4,6,6,4,4,3,1,NA,NA,NA,8,5,1,9,9,5,5,3,8,2,2,1,0,0,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,7,4,3,3,5,1,2,2,1,3,1,NA,3,NA,0,2,2,1,NA,1,0,1,0,0,0,0,1,1,0,NA,1,0,3,1,3,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2488",3,1161,3129,312,NA,218,1,3,1,1,304,2,1960,52,2,2,NA,2,2,2,3,1,3,4,4,4,3,0,NA,NA,NA,NA,0,0,NA,NA,10,2,2,2,2,2,NA,2,2,2,1,2,NA,2,1,0,4,2,2,4,3,3,5,7,6,3,5,6,2,6,3,6,1,1,5,5,4,3,NA,2,3,3,4,4,NA,2,3,NA,6,7,4,5,2,NA,1,NA,NA,NA,2,1,6,9,7,3,3,2,1,1,2,0,0,0,NA,0,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,2,1,5,1,4,2,1,2,2,NA,2,NA,1,NA,5,2,NA,1,0,1,0,0,0,0,0,0,0,NA,1,1,5,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2489",3,980,31117,311,NA,205,1,4,1,1,304,3,1991,20,1,2,5,3,3,2,3,4,4,4,4,NA,2,0,NA,NA,NA,NA,0,0,NA,NA,8,2,1,1,2,2,NA,2,1,2,1,1,NA,2,0,0,2,3,3,4,1,1,7,7,6,7,7,7,7,7,7,7,7,5,7,7,7,7,NA,3,2,2,3,3,3,2,4,NA,4,7,6,4,3,NA,NA,NA,NA,NA,3,3,1,5,5,1,1,3,NA,2,2,0,0,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,2,1,2,3,NA,NA,1,1,1,NA,NA,NA,NA,7,4,NA,3,1,2,3,NA,1,1,2,2,NA,5,NA,0,1,1,1,NA,1,1,1,1,0,0,0,0,0,1,1,1,1,4,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2490",3,1393,30511,305,NA,68,1,1,1,1,305,1,1936,75,1,1,NA,2,1,2,2,4,4,4,4,NA,2,1,0,0,0,0,0,0,NA,NA,5,2,2,2,2,2,NA,2,1,2,2,1,NA,2,0,0,3,2,2,2,1,2,NA,7,3,7,7,6,3,6,6,6,5,2,4,5,4,5,NA,2,1,1,3,3,2,2,2,NA,3,7,7,4,3,2,1,NA,NA,NA,9,1,8,2,2,2,5,8,8,2,2,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,2,3,2,1,6,NA,1,2,2,2,NA,1,NA,5,2,5,1,NA,1,1,1,1,1,1,0,1,1,0,NA,1,1,4,2,6,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2491",3,382,3067,306,NA,101,1,1,1,1,305,1,1986,25,1,2,4,2,2,2,3,4,4,4,4,NA,3,1,0,0,0,0,0,0,NA,NA,7,2,1,1,2,2,NA,2,2,2,2,2,NA,2,0,0,3,1,1,2,1,3,7,4,3,2,5,7,1,6,4,3,6,3,6,1,1,5,NA,2,3,4,3,NA,3,3,2,NA,1,5,6,4,5,NA,NA,NA,NA,NA,8,1,1,1,5,1,1,1,NA,1,2,0,0,0,0,0,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,1,2,3,NA,NA,NA,2,3,NA,NA,NA,NA,6,2,NA,NA,3,4,1,2,2,2,2,2,NA,5,NA,0,2,4,2,NA,1,0,1,0,0,0,0,1,1,0,NA,1,1,6,1,4,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2492",3,656,30617,306,NA,141,1,1,1,1,305,1,NA,NA,2,NA,NA,2,3,2,4,4,2,1,4,4,4,NA,NA,NA,NA,NA,0,0,NA,NA,NA,2,2,2,2,2,NA,2,2,2,2,1,NA,2,0,0,4,1,1,1,NA,1,7,1,7,1,NA,7,1,7,1,7,7,4,7,7,1,7,NA,3,3,3,2,2,2,2,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,2,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,NA,NA,3,2,5,5,NA,2,2,3,NA,NA,4,NA,5,2,5,2,NA,1,1,1,0,0,0,0,1,1,0,NA,1,0,6,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2493",3,38,3068,306,NA,107,1,1,1,1,305,1,1985,27,1,1,13,3,3,2,4,4,4,4,4,NA,1,1,0,0,0,0,0,0,NA,NA,10,2,2,1,2,2,NA,1,2,2,2,2,NA,1,0,0,3,2,2,2,2,4,1,1,1,1,1,7,1,4,1,4,1,1,1,1,4,1,NA,1,1,1,5,5,3,4,2,NA,1,7,7,1,4,NA,NA,NA,NA,NA,10,1,10,10,10,10,10,5,NA,1,2,0,0,0,NA,0,NA,0,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,NA,NA,NA,1,4,4,1,NA,NA,2,NA,NA,NA,NA,NA,NA,18,NA,NA,5,4,1,1,2,1,2,2,2,NA,4,NA,0,2,1,1,NA,1,1,1,3,1,1,0,1,1,1,1,1,1,2,2,3,3,NA,1,2012,NA,NA,NA,NA,NA
"1:2494",3,1152,31217,312,NA,221,1,2,1,1,304,1,1970,42,2,1,5,3,2,2,2,4,3,3,4,4,2,1,0,0,0,0,0,1,NA,NA,5,2,2,2,2,2,NA,2,2,2,2,2,NA,1,1,0,2,3,3,3,3,3,4,4,4,4,5,7,5,6,5,5,5,4,5,4,4,5,NA,2,2,3,2,3,3,2,2,NA,5,7,5,5,6,NA,NA,NA,NA,NA,5,4,1,4,7,5,5,4,NA,2,2,0,0,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,NA,1,1,1,2,1,2,2,3,2,NA,3,NA,1,2,5,1,NA,1,1,1,0,0,1,0,0,0,1,1,1,1,3,2,4,3,NA,2,2012,NA,NA,NA,NA,NA
"1:2495",3,114,30619,306,NA,154,1,1,1,1,305,1,1972,40,2,1,5,2,2,2,2,1,2,4,4,4,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,2,1,1,2,2,NA,2,1,2,2,2,NA,2,0,0,2,2,2,3,NA,3,3,7,2,3,5,7,4,6,1,4,7,1,3,5,4,4,NA,2,3,4,3,4,3,2,4,NA,4,7,7,1,5,NA,NA,NA,NA,NA,8,1,1,10,5,6,2,1,NA,2,2,0,0,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,NA,NA,NA,2,4,4,NA,NA,NA,4,1,1,NA,NA,NA,NA,9,1,NA,2,1,1,1,2,2,2,1,2,NA,4,NA,2,2,5,1,NA,1,1,1,1,1,1,0,1,1,0,NA,1,0,4,2,6,3,NA,2,2012,NA,NA,NA,NA,NA
