"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2y","q2","q1","ls3","a4","soct2","idio2","np1","np2","muni10","sgl1","honmun37","honmun38","honmun39","honmun40","honmun41","honmun42","cp5","cp6","cp7","cp8","cp13","cp20","honcp22","honcp21a","it1","l1","prot3","jc10","jc13","jc15a","vic1ext","vic1exta","vic1hogar","arm2","vic41","vic43","ico2","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b10a","b11","b43","b12","b13","b18","b20","b20a","b21","b21a","b32","b37","b47a","b14","b15","b19","b46","honb51","mil1","b3milx","pr3e","honqt1","honqt2","honqt3","honqt4","honqt5","honqt6","honqt7","honqt8","honqt9","honqt10","honqt11","honqt12","m1","m2","honm3","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","mil7","pn4","w14a","e5","e15","e16","d1","d2","d3","d4","d5","d6","honjc17","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar4","vicbar7","vic44","fear6f","vb1","vb2","vb10","pol1","vb20","for5","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","inf3a","colorr","sexi","colori","nationality","formatq","sex","year","fecha","lib1","lib4"
"1:3103",4,32,1012,401,NA,6,1,1,1,0.9852856,401,1,1990,22,2,1,13,2,2,2,1,0,3,1,NA,NA,2,2,2,2,3,4,4,4,4,4,NA,4,5,2,2,2,2,1,5,NA,2,NA,0,NA,1,NA,NA,3,3,7,7,4,3,7,4,5,5,5,4,5,5,4,5,3,4,4,5,5,4,5,4,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,3,4,3,NA,3,4,5,4,2,NA,NA,NA,2,4,5,4,4,3,5,4,NA,2,1,1,1,1,1,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,2,3,3,NA,3,3,NA,NA,14,NA,1,2,5,2,3,2,NA,2,2,NA,NA,NA,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,1,4,4,NA,2,2012,NA,NA,NA
"1:3104",4,1177,1308,413,NA,197,2,5,1,0.8764808,406,3,1983,28,2,1,NA,2,2,1,2,NA,4,2,NA,NA,NA,NA,NA,2,1,1,4,4,4,4,NA,2,5,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,3,5,4,5,4,4,5,5,4,4,5,4,4,4,4,4,5,5,4,5,4,5,4,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,2,3,NA,4,4,3,3,4,4,4,2,4,5,4,5,4,5,5,4,5,2,1,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,1,NA,NA,NA,NA,NA,0,0,NA,NA,1,1,4,2,2,3,2,NA,2,NA,0,2,4,1,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,6,1,5,4,NA,2,2012,NA,NA,NA
"1:3105",4,406,4014,404,NA,68,1,2,1,1.04373,403,1,1980,31,2,1,4,3,2,2,2,NA,2,2,NA,NA,NA,NA,NA,3,3,2,4,4,4,4,NA,NA,5,2,1,1,2,2,NA,1,1,1,1,NA,3,NA,NA,1,NA,6,4,3,4,3,4,5,7,3,7,4,1,1,7,2,3,2,4,4,3,5,3,2,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,1,2,NA,5,4,5,2,1,3,NA,NA,3,4,3,4,3,4,2,4,NA,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,4,4,NA,NA,3,NA,2,1,1,1,3,2,2,2,2,NA,NA,NA,4,2,5,1,1,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,6,1,4,4,NA,2,2012,NA,NA,NA
"1:3106",4,839,7031,407,NA,140,1,2,1,0.9847718,404,1,1931,80,1,3,NA,3,NA,2,2,NA,1,2,NA,NA,NA,NA,NA,2,4,4,4,4,NA,4,NA,3,8,2,1,1,1,2,NA,2,1,1,1,NA,3,NA,NA,4,1,1,2,2,3,4,3,2,4,1,4,4,4,3,4,3,1,4,5,2,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,2,2,NA,1,6,3,3,4,5,3,1,4,4,3,4,5,3,6,4,2,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,1,2,4,1,NA,NA,NA,NA,NA,0,0,2,1,2,7,NA,2,2,3,3,NA,6,NA,2,2,3,1,1,1,0,0,0,0,0,1,1,0,NA,1,0,1,NA,4,1,5,4,NA,1,2012,NA,NA,NA
"1:3107",4,1714,2205,422,NA,286,2,5,1,0.8930265,409,3,1984,27,2,1,4,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,3,4,2,1,1,2,2,NA,2,1,0,0,NA,NA,NA,NA,4,NA,4,4,5,1,3,3,4,7,4,3,4,2,6,2,5,7,5,4,5,5,5,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,2,2,2,NA,4,7,4,4,4,7,NA,NA,NA,NA,4,4,4,4,4,4,NA,2,0,0,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,1,NA,NA,NA,NA,NA,6,NA,2,2,1,7,NA,2,2,NA,3,NA,8,NA,1,1,5,4,1,0,1,0,0,1,0,1,0,0,NA,1,1,0,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:3108",4,5,1011,401,NA,1,1,1,1,0.9852856,401,1,1986,25,1,1,NA,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,2,3,3,3,4,NA,3,NA,4,1,2,1,1,2,2,NA,2,2,1,1,NA,4,NA,NA,1,3,4,1,2,1,1,1,1,2,5,2,3,6,7,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,NA,1,7,7,1,1,7,3,1,10,1,10,4,4,2,1,1,1,1,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,NA,NA,NA,NA,NA,9,NA,5,4,11,1,4,2,2,2,2,NA,3,NA,1,2,5,4,1,0,0,0,0,1,0,0,0,0,NA,1,0,0,NA,6,1,2,4,NA,1,2012,NA,NA,NA
"1:3109",4,1309,1807,418,NA,219,1,4,1,1.253363,407,3,1993,19,1,2,NA,3,3,2,2,NA,2,1,1,2,1,1,1,NA,4,4,4,4,NA,4,NA,2,7,2,2,2,2,1,2,2,1,0,0,NA,2,NA,NA,3,3,4,1,1,2,3,3,2,7,3,4,3,2,4,2,3,4,3,4,3,3,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,3,NA,7,7,7,1,1,7,2,1,10,10,10,10,10,10,10,10,10,1,0,0,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,12,8,2,2,1,1,4,2,NA,3,2,NA,10,NA,0,1,3,3,1,1,1,2,0,1,1,1,1,0,NA,1,1,0,NA,2,1,6,4,NA,1,2012,NA,NA,NA
"1:3110",4,762,603,406,NA,127,2,5,1,0.8960258,404,3,1974,37,2,1,21,3,1,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,2,10,2,1,1,1,2,NA,2,1,0,0,NA,2,NA,NA,4,3,3,3,2,1,1,3,4,7,6,4,3,7,5,4,3,2,4,3,3,2,3,4,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,2,NA,7,7,4,3,2,5,NA,NA,3,1,2,3,2,4,3,1,NA,1,0,0,1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,1,1,NA,NA,6,NA,2,1,1,5,NA,2,2,2,2,NA,4,NA,2,1,5,2,0,0,1,0,0,0,0,1,1,0,NA,1,0,0,NA,6,1,2,4,NA,2,2012,NA,NA,NA
"1:3111",4,112,1015,401,NA,19,1,1,1,0.9852856,401,1,1980,31,2,1,11,3,2,2,2,NA,3,2,NA,NA,NA,NA,NA,2,1,4,4,4,4,4,NA,4,4,2,2,2,2,1,2,1,1,1,0,NA,2,NA,NA,3,4,5,3,3,3,1,1,4,3,1,1,2,3,1,3,4,2,3,1,3,4,3,3,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,2,4,3,NA,1,1,3,1,1,1,NA,NA,1,10,3,1,1,3,3,1,NA,2,1,0,0,0,NA,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,3,2,2,2,1,NA,4,4,NA,NA,9,NA,1,1,5,5,NA,1,2,2,2,NA,4,NA,2,1,5,3,1,0,1,1,1,1,0,1,1,1,1,1,1,0,NA,4,2,3,4,NA,2,2012,NA,NA,NA
"1:3112",4,15,1011,401,NA,3,1,1,1,0.9852856,401,1,1980,31,1,1,NA,3,3,2,2,NA,2,2,NA,NA,NA,NA,NA,4,1,4,1,4,NA,4,NA,2,7,2,1,1,2,2,NA,2,2,1,0,NA,4,NA,NA,3,2,4,5,4,5,6,3,7,7,7,6,2,6,7,5,7,7,7,7,7,5,7,5,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,3,2,NA,7,7,NA,7,7,7,1,2,1,1,1,NA,10,1,1,1,1,1,1,0,1,0,1,0,0,1,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,3,0,2,1,5,1,4,2,2,3,3,NA,4,NA,3,2,5,1,0,0,1,0,0,0,0,0,0,0,NA,1,0,0,NA,7,2,5,4,NA,1,2012,NA,NA,NA
"1:3113",4,1492,2108,421,NA,249,2,5,1,0.8930265,409,3,1978,34,2,1,59,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,NA,1,10,2,1,1,1,2,NA,1,1,0,0,NA,1,NA,NA,1,4,5,3,1,3,1,1,1,7,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,4,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,1,1,1,NA,3,7,3,4,2,7,NA,NA,4,6,5,5,5,4,1,2,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,1,3,NA,NA,NA,NA,NA,0,NA,3,1,1,5,NA,2,2,4,3,NA,8,NA,6,2,5,2,0,0,1,0,0,0,0,1,0,0,NA,0,0,0,NA,4,1,4,4,NA,2,2012,NA,NA,NA
"1:3114",4,1047,906,409,NA,175,2,5,1,0.8764808,406,3,1975,36,2,2,NA,3,2,1,1,1,2,2,NA,NA,NA,NA,NA,4,2,3,1,4,4,4,NA,2,5,2,2,2,2,2,NA,2,2,0,0,NA,3,NA,NA,4,2,4,3,4,3,2,3,4,7,5,4,4,5,4,3,3,6,6,7,1,3,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,4,4,NA,1,1,4,3,2,1,2,2,3,6,5,4,5,4,3,2,2,2,1,0,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,6,2,3,1,5,5,NA,2,2,2,2,NA,8,NA,6,2,5,1,1,1,1,0,0,0,0,1,0,0,NA,1,0,0,NA,7,1,5,4,NA,2,2012,NA,NA,NA
"1:3115",4,1027,905,409,NA,172,2,5,1,0.8764808,406,3,1987,24,1,1,NA,2,NA,2,2,NA,3,1,1,1,1,2,2,4,1,4,4,4,NA,2,NA,2,4,2,2,2,2,2,NA,2,2,0,0,NA,4,NA,NA,3,2,4,4,4,5,1,3,2,4,5,4,4,3,3,4,4,3,2,1,3,2,4,3,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,3,4,NA,4,3,2,2,3,2,3,2,3,3,3,3,4,1,3,4,3,2,NA,1,0,NA,1,1,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,3,4,NA,NA,NA,NA,NA,9,1,1,1,1,4,NA,2,1,3,3,NA,6,NA,1,2,4,3,0,0,1,0,1,0,1,1,0,0,NA,1,0,0,NA,8,1,5,4,NA,1,2012,NA,NA,NA
"1:3116",4,582,407,404,NA,97,2,5,1,0.6671109,403,2,1963,48,2,2,15,3,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,3,4,3,4,4,NA,2,4,2,2,2,2,2,NA,2,2,1,0,NA,2,NA,NA,3,3,3,NA,1,2,2,NA,1,7,2,1,1,5,5,1,2,4,3,4,2,2,2,1,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,5,3,3,3,NA,7,7,2,3,3,NA,NA,NA,1,2,3,2,2,3,NA,NA,NA,1,0,0,0,NA,0,NA,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,2,NA,NA,NA,NA,3,1,1,1,4,2,2,4,3,NA,6,NA,4,2,5,2,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,5,1,6,4,NA,2,2012,NA,NA,NA
"1:3117",4,1009,905,409,NA,169,1,3,1,1.521526,406,3,1988,23,2,1,NA,2,2,2,2,NA,2,NA,NA,NA,NA,NA,NA,4,1,4,4,4,4,4,NA,1,NA,2,2,2,NA,2,NA,2,2,1,0,NA,1,NA,NA,4,2,5,4,5,5,4,4,4,7,5,5,5,7,7,4,4,4,3,3,3,3,3,4,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,NA,7,7,7,1,3,7,2,2,1,1,1,4,4,4,4,1,1,1,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,2,NA,NA,NA,NA,NA,6,1,2,1,1,1,4,1,2,3,2,NA,8,NA,0,2,5,2,1,1,1,0,0,1,0,1,1,0,NA,1,0,1,NA,6,2,5,4,NA,2,2012,NA,NA,NA
"1:3118",4,978,902,409,NA,163,2,5,1,0.8764808,406,3,1930,81,2,2,11,2,2,2,2,NA,2,1,1,1,1,1,1,3,2,4,2,4,4,4,NA,1,10,2,1,1,2,2,NA,1,2,0,0,NA,1,NA,NA,4,1,5,5,5,5,6,6,6,7,6,6,4,7,5,5,5,5,5,5,5,5,5,5,5,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,3,NA,7,7,7,5,3,7,NA,NA,4,1,1,5,5,5,5,1,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,1,1,NA,NA,6,NA,2,1,1,7,NA,1,2,3,2,NA,6,NA,5,1,5,1,1,1,1,1,0,1,0,1,1,0,NA,1,1,1,NA,3,2,5,4,NA,2,2012,NA,NA,NA
"1:3119",4,842,7032,407,NA,141,1,2,1,0.9847718,404,1,1989,22,2,1,4,3,3,2,2,NA,3,1,2,2,2,2,2,4,2,4,4,4,4,4,NA,1,10,2,1,1,2,2,NA,2,2,0,0,NA,2,NA,NA,3,3,5,5,5,5,5,5,5,7,6,2,2,1,7,3,3,3,6,3,3,3,3,3,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,7,7,NA,1,3,7,NA,NA,3,1,1,3,3,3,3,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,3,2,NA,NA,6,NA,3,1,5,5,NA,1,1,3,2,NA,4,NA,0,2,5,4,1,1,1,0,0,0,0,1,1,0,NA,1,1,1,NA,6,2,5,4,NA,2,2012,NA,NA,NA
"1:3120",4,340,4012,404,NA,57,1,2,1,1.04373,403,1,1976,35,2,1,13,2,2,NA,2,NA,2,2,NA,NA,NA,NA,NA,2,1,2,4,4,3,4,NA,1,6,2,1,1,2,1,4,2,1,1,1,NA,2,NA,NA,2,2,6,3,3,4,3,4,5,4,3,3,4,1,7,2,1,1,1,2,2,3,2,4,2,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,2,2,2,NA,3,4,4,2,3,4,NA,NA,5,2,NA,10,10,3,3,4,NA,2,0,0,0,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1,NA,1,2,1,2,3,NA,NA,1,NA,NA,4,NA,1,1,5,5,NA,2,2,2,3,NA,5,NA,4,1,1,1,1,1,0,0,1,1,0,1,1,0,NA,1,0,1,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:3121",4,1480,2108,421,NA,247,2,5,1,0.8930265,409,3,1973,38,2,2,4,2,2,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,2,2,4,2,4,NA,1,5,2,2,1,2,2,NA,2,2,0,0,NA,2,NA,NA,4,3,3,4,3,3,5,3,2,7,6,4,2,7,3,3,3,5,4,3,4,1,3,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,2,2,NA,1,1,6,4,2,3,NA,NA,1,2,NA,5,10,10,10,1,NA,NA,0,0,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,4,4,NA,NA,0,NA,1,1,1,5,NA,2,2,3,3,NA,5,NA,3,1,5,5,1,0,1,1,0,1,0,0,0,0,NA,1,0,0,NA,4,1,6,4,NA,2,2012,NA,NA,NA
"1:3122",4,339,4012,404,NA,57,1,2,1,1.04373,403,1,1976,35,1,1,NA,3,3,NA,2,NA,3,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,1,4,2,1,1,2,2,NA,NA,1,0,0,NA,3,NA,NA,3,1,4,3,3,5,5,5,2,7,2,4,3,5,7,2,3,3,2,3,4,3,4,3,3,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,2,2,NA,3,NA,3,4,5,2,2,1,7,2,3,2,4,3,2,4,3,2,1,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,9,3,5,1,5,1,4,2,2,1,3,NA,3,NA,1,5,1,1,1,1,1,0,0,1,1,1,1,0,NA,1,0,1,NA,8,1,6,4,NA,1,2012,NA,NA,NA
"1:3123",4,1474,2108,421,NA,246,2,5,1,0.8930265,409,3,1972,39,2,2,13,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,1,2,4,4,4,4,NA,2,1,1,2,2,1,1,2,2,2,0,0,NA,2,NA,NA,2,4,3,1,1,1,1,1,3,5,4,NA,1,1,7,1,3,NA,1,2,2,2,2,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,4,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,3,1,2,4,NA,4,4,NA,NA,2,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,NA,NA,NA,0,NA,1,1,5,5,NA,2,2,4,3,NA,9,NA,2,2,NA,5,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,2,1,6,4,NA,2,2012,NA,NA,NA
"1:3124",4,559,406,404,NA,94,2,5,1,0.6671109,403,2,1962,49,2,1,NA,3,3,2,2,NA,4,2,NA,NA,NA,NA,NA,4,2,3,4,4,4,4,NA,1,NA,NA,2,2,2,2,NA,2,2,0,0,NA,NA,NA,NA,NA,2,NA,NA,NA,1,1,1,NA,7,NA,NA,NA,7,NA,NA,1,3,7,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,2,3,NA,NA,7,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,4,1,2,0,0,0,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,2,0,3,1,1,1,2,2,2,4,3,NA,5,NA,4,2,5,3,1,0,1,0,0,0,0,1,1,0,NA,1,0,1,NA,4,1,2,4,NA,2,2012,NA,NA,NA
"1:3125",4,413,4015,404,NA,69,1,2,1,1.04373,403,1,1951,60,1,3,NA,3,3,NA,NA,NA,5,2,NA,NA,NA,NA,NA,2,4,1,1,4,NA,4,NA,3,NA,2,2,2,1,1,1,1,1,0,0,NA,1,NA,NA,1,NA,1,4,5,4,3,2,1,4,4,3,2,1,6,1,2,1,3,2,1,2,3,4,1,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,2,NA,4,6,7,5,6,4,2,2,4,7,6,5,5,4,3,2,4,2,0,0,0,1,1,0,1,1,1,NA,NA,NA,NA,NA,0,NA,1,1,1,4,1,NA,NA,NA,NA,NA,3,NA,5,1,1,2,4,1,2,2,1,NA,5,NA,7,2,5,2,1,0,1,1,1,1,0,1,1,1,0,1,0,1,NA,6,1,5,4,NA,1,2012,NA,NA,NA
"1:3126",4,1562,505,405,NA,261,2,5,1,0.8960258,404,3,1973,39,1,2,27,2,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,1,4,4,4,NA,4,NA,2,4,2,1,1,2,2,NA,2,2,0,0,NA,2,NA,NA,4,3,4,3,4,3,5,4,3,7,3,4,5,6,3,4,5,5,5,3,4,4,NA,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,3,3,NA,5,5,4,5,4,5,NA,NA,5,3,4,4,5,3,4,3,NA,2,0,0,0,NA,0,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,3,NA,NA,2,NA,NA,6,NA,2,2,1,1,4,2,2,3,3,NA,3,NA,1,2,NA,1,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,NA,7,2,5,4,NA,1,2012,NA,NA,NA
"1:3127",4,349,4012,404,NA,59,1,2,1,1.04373,403,1,1992,20,1,1,NA,2,3,2,1,0,2,2,NA,NA,NA,NA,NA,4,4,4,4,4,NA,4,NA,4,5,2,2,2,2,2,NA,2,2,0,0,NA,3,NA,NA,4,3,3,4,3,4,5,3,4,3,5,3,4,6,4,3,3,1,1,1,1,3,2,3,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,NA,3,3,3,3,4,5,2,2,5,6,7,5,3,7,5,3,6,2,1,0,1,0,1,0,NA,1,0,NA,NA,NA,NA,NA,0,NA,1,2,2,3,1,NA,NA,NA,NA,NA,4,1,NA,4,11,4,NA,2,2,2,2,NA,3,NA,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,NA,3,1,4,4,NA,1,2012,NA,NA,NA
"1:3128",4,1203,1309,413,NA,201,1,4,1,1.521526,406,3,1981,31,2,1,NA,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,4,3,4,4,4,4,NA,1,5,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,1,4,5,4,5,4,5,4,4,5,4,5,4,5,4,4,4,4,4,5,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,5,NA,1,1,NA,5,4,1,1,1,4,1,2,5,5,5,4,5,6,5,5,6,2,0,1,1,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,4,2,5,4,NA,5,NA,2,2,3,2,NA,5,NA,3,2,5,1,1,0,1,0,0,1,0,1,1,0,NA,1,1,1,NA,5,1,5,4,NA,2,2012,NA,NA,NA
"1:3129",4,211,201,402,NA,36,2,5,1,0.571308,402,2,1948,63,1,4,NA,2,3,2,2,NA,3,2,NA,NA,NA,NA,NA,4,2,4,4,2,NA,4,NA,2,NA,2,2,2,2,2,NA,2,2,0,0,NA,1,NA,NA,4,1,7,7,7,6,7,6,7,7,6,7,7,7,4,5,6,7,6,7,7,7,7,5,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,2,3,NA,1,1,4,7,4,1,2,2,NA,5,1,1,NA,NA,NA,1,1,2,0,0,0,NA,0,NA,1,NA,0,NA,NA,NA,NA,NA,0,NA,1,1,1,3,NA,NA,NA,NA,NA,NA,3,0,2,1,1,1,4,2,2,3,3,NA,6,NA,5,3,2,4,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,NA,4,1,2,4,NA,1,2012,NA,NA,NA
"1:3130",4,1401,210101,421,NA,234,1,3,1,1.391392,409,2,1978,33,1,2,NA,2,NA,2,2,NA,3,2,NA,NA,NA,NA,NA,3,1,4,4,4,NA,4,NA,2,6,2,2,2,2,2,NA,2,2,0,0,NA,2,NA,NA,4,3,4,4,5,5,3,4,4,7,6,4,2,7,4,3,3,5,3,5,4,5,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,5,3,2,2,NA,5,6,4,3,5,6,2,NA,7,4,4,5,4,4,NA,NA,1,2,0,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,2,2,2,3,1,NA,NA,NA,NA,NA,6,0,2,1,1,1,1,2,2,3,3,NA,5,NA,3,2,4,2,1,0,1,1,1,1,0,1,1,0,NA,1,0,1,NA,5,2,5,4,NA,1,2012,NA,NA,NA
"1:3131",4,380,4013,404,NA,64,1,2,1,1.04373,403,1,1991,20,2,1,4,3,2,2,2,NA,2,1,1,2,1,2,1,4,1,4,2,4,2,4,NA,2,NA,2,2,2,2,2,NA,1,2,0,0,NA,2,NA,NA,4,4,4,NA,4,4,1,1,2,7,5,2,1,5,5,1,2,5,4,1,4,2,1,1,2,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,NA,3,NA,5,4,7,1,5,7,NA,NA,10,1,1,7,9,9,9,1,NA,1,0,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,1,2,1,4,1,NA,2,2,NA,NA,11,NA,3,1,1,7,NA,2,2,3,3,NA,5,NA,1,1,5,3,1,0,1,1,0,1,0,1,1,0,NA,1,0,0,NA,3,1,6,4,NA,2,2012,NA,NA,NA
"1:3132",4,1636,1203,412,NA,273,2,5,1,0.8764808,406,3,1959,52,1,2,13,3,2,2,2,NA,4,2,NA,NA,NA,NA,NA,4,2,4,4,4,NA,4,NA,2,5,2,2,2,2,2,NA,2,NA,0,0,NA,2,NA,NA,3,4,1,1,1,2,2,1,2,5,1,1,2,NA,NA,1,1,2,4,1,1,1,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,NA,4,NA,7,7,7,1,3,7,NA,NA,8,5,8,3,5,7,5,1,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,4,1,1,7,NA,2,2,3,NA,NA,5,NA,6,2,5,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,7,1,7,4,NA,1,2012,NA,NA,NA
