"","pais","idnum","upm","prov","muni","cluster","ur","tamano","idiomaq","wt","estratopri","estratosec","q2","q1","nationality","ls3","a4","soct2","idio2","np1","sgl1","cp6","cp7","cp8","cp13","cp20","it1","l1","prot3","prot4","jc10","jc13","jc15a","vic1ext","vic1exta","arm2","vic41","vic43","aoj11","pese1","pese2","aoj17","aoj12","b1","b2","b3","b4","b6","b43","b11","b12","b13","b18","b21","b21a","b32","b17","b37","b47a","b15","b50","b60","epp3","m1","m2","sd2new2","sd3new2","sd6new2","infrax","ros1","ros4","ing4","eff1","eff2","pn4","w14a","e5","e16","d1","d2","d3","d4","d5","d6","dem11","exc2","exc6","exc20","exc11","exc13","exc14","exc15","exc16","exc18","vicbar1","vicbar1f","vicbar3","vicbar7","vb1","inf1","vb2","vb10","pol1","vb20","soc1","soc4","soc5","soc8","soc9","for5","for6b","for7b","mil10a","mil10e","wf1","cct1b","ed","ed2","q5a","q5b","q3c","ocup4a","ocup1a","q10a","q14","q10d","q10e","q11n","q12c","q12bn","q12","etid","www1","gi0","r3","r4","r4a","r5","r6","r7","r8","r12","r14","r15","r18","r1","r16","r26","colorr","sexi","colori","formatq","sex","year","fecha","lib1","lib4"
"1:3089",2,NA,2211,222,NA,252,2,5,1,1,206,3,27,1,2,2,4,3,3,2,4,2,2,3,4,NA,1,10,2,NA,1,1,2,2,NA,NA,0,0,4,1,1,4,4,1,1,1,7,7,NA,NA,6,6,7,1,1,6,NA,NA,6,NA,NA,NA,NA,4,NA,3,2,2,2,NA,1,1,7,1,3,1,10,10,10,10,10,10,5,3,1,0,0,0,0,0,NA,0,0,NA,2,NA,2,1,1,1,1,2,4,3,NA,NA,NA,NA,NA,2,1,2,3,4,2,1,6,1,NA,1,5,1,4,2,2,4,2,2,5,3,3,2,4,5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,1,5,2,1,2014,NA,NA,NA
"1:3090",2,NA,1401,214,NA,124,1,3,1,1,203,2,27,2,2,2,5,3,1,2,5,4,4,4,4,4,3,3,2,NA,2,2,2,1,1,NA,0,0,2,2,2,1,3,3,3,3,3,4,NA,NA,1,1,1,2,2,3,NA,NA,2,NA,NA,NA,NA,3,NA,4,2,3,4,NA,3,3,1,3,3,NA,3,5,5,3,3,3,1,1,2,0,0,0,NA,0,NA,NA,NA,NA,1,2,NA,NA,1,1,1,2,4,3,NA,NA,NA,NA,NA,4,1,3,NA,3,2,2,11,1,NA,1,1,1,4,2,1,2,1,2,6,1,1,3,5,2,1,0,1,1,1,1,0,1,1,1,0,1,1,1,4,2,5,2,2,2014,NA,NA,NA
"1:3091",2,NA,110,201,NA,47,2,5,1,1,201,2,74,2,2,1,3,3,3,1,3,1,4,4,4,4,2,6,2,NA,1,2,2,1,1,NA,1,0,2,3,3,4,1,3,4,7,3,3,NA,NA,6,2,6,1,4,4,NA,NA,5,NA,NA,NA,NA,3,NA,3,3,3,3,NA,2,6,6,2,3,2,1,7,1,1,1,1,1,1,2,1,0,0,0,NA,NA,NA,NA,NA,1,3,2,2,1,1,2,2,3,3,NA,NA,NA,NA,NA,4,1,2,4,2,1,1,0,0,NA,1,1,5,NA,2,2,3,3,2,6,1,8,3,5,3,1,0,1,1,0,0,0,1,1,0,0,1,0,0,2,1,6,2,2,2014,NA,NA,NA
"1:3092",2,NA,2201,222,NA,243,2,5,1,1,206,2,29,2,2,2,19,3,3,2,3,1,2,4,4,4,1,5,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,4,1,4,6,6,5,6,NA,NA,7,7,4,3,4,4,NA,NA,7,NA,NA,NA,NA,2,NA,3,3,3,3,NA,4,5,5,5,2,1,7,2,4,7,3,1,1,1,2,0,0,0,0,NA,NA,0,NA,NA,2,NA,2,2,2,1,2,2,3,3,NA,NA,NA,NA,NA,4,4,NA,2,3,2,2,6,0,NA,1,1,5,NA,2,2,3,3,2,5,1,2,2,3,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,3,1,5,2,2,2014,NA,NA,NA
"1:3093",2,NA,1614,216,NA,158,1,4,1,1,205,3,21,1,2,2,15,3,2,2,3,2,4,4,4,NA,2,5,2,NA,2,2,2,2,NA,NA,0,0,2,2,2,4,4,4,3,4,3,2,NA,NA,6,4,4,2,3,2,NA,NA,2,NA,NA,NA,NA,2,NA,2,2,2,2,NA,6,5,4,3,2,2,8,4,10,6,5,5,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,2,2,2,3,NA,NA,NA,NA,NA,11,1,4,3,3,2,2,5,1,NA,3,4,2,4,2,2,2,2,1,4,0,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,5,1,4,2,1,2014,NA,NA,NA
"1:3094",2,NA,1606,216,NA,149,2,5,1,1,205,3,46,1,2,2,3,2,2,2,2,1,1,1,4,NA,2,NA,2,NA,2,2,NA,2,NA,NA,0,0,2,2,2,4,4,5,4,5,4,3,NA,NA,7,3,6,4,3,3,NA,NA,3,NA,NA,NA,NA,3,NA,2,2,3,4,NA,4,6,6,5,2,NA,4,4,3,3,3,3,2,3,2,0,0,0,NA,0,NA,NA,NA,NA,2,NA,2,2,2,2,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,0,NA,2,2,1,4,2,2,3,2,2,8,3,1,3,5,4,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,6,1,4,2,1,2014,NA,NA,NA
"1:3095",2,NA,10102,201,NA,7,1,1,1,1,201,1,31,1,2,3,3,3,3,2,3,4,4,3,4,NA,2,1,2,NA,2,2,2,2,NA,NA,0,0,1,3,3,4,4,1,1,3,2,1,NA,NA,5,3,1,3,2,1,NA,NA,1,NA,NA,NA,NA,3,NA,2,2,2,2,NA,4,1,1,1,3,1,1,10,3,1,1,1,5,1,1,0,0,0,NA,0,NA,NA,NA,NA,2,NA,2,2,1,1,1,2,3,4,NA,NA,NA,NA,NA,1,1,4,4,4,2,2,13,2,NA,1,5,1,2,2,2,2,2,2,4,1,1,2,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,4,2,5,2,1,2014,NA,NA,NA
"1:3096",2,NA,2101,221,NA,235,2,5,1,1,206,2,46,2,2,1,1,3,2,2,4,1,2,2,3,4,4,1,2,NA,1,1,2,2,NA,NA,0,0,4,3,1,1,4,1,1,1,1,7,NA,NA,7,7,1,1,7,1,NA,NA,1,NA,NA,NA,NA,4,NA,2,3,3,2,NA,7,7,1,5,3,1,7,7,8,10,1,9,3,4,1,0,0,0,NA,NA,NA,0,0,NA,1,1,2,1,1,1,1,1,1,3,NA,NA,NA,NA,NA,12,1,2,4,4,1,1,2,0,NA,1,1,5,NA,2,1,3,1,2,10,4,10,3,5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,6,1,5,2,2,2014,NA,NA,NA
"1:3097",2,NA,911,209,NA,99,2,5,1,1,203,3,24,1,2,1,1,2,2,1,2,1,4,1,4,NA,2,3,NA,NA,NA,2,2,2,NA,NA,0,0,3,2,3,4,2,4,4,5,5,6,NA,NA,4,5,5,4,5,4,NA,NA,3,NA,NA,NA,NA,3,NA,2,2,3,2,NA,5,5,6,6,2,2,4,2,2,2,3,3,1,1,2,0,0,0,0,0,NA,NA,NA,NA,2,NA,NA,2,3,1,1,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,2,3,2,2,5,1,NA,2,1,1,4,2,2,3,2,1,8,3,0,3,4,2,0,0,1,0,0,0,0,1,0,0,0,0,NA,1,5,2,5,2,1,2014,NA,NA,NA
"1:3098",2,NA,1504,215,NA,142,1,4,1,1,205,3,24,1,2,1,5,2,2,2,2,1,4,4,3,NA,2,5,2,NA,1,2,NA,2,NA,NA,0,1,2,3,2,2,2,5,4,4,4,4,NA,NA,3,1,4,3,4,5,NA,NA,6,NA,NA,NA,NA,3,NA,2,2,2,3,NA,4,4,3,4,3,NA,1,1,3,4,3,3,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,1,2,2,3,2,NA,NA,NA,NA,NA,4,3,2,4,NA,NA,2,12,0,NA,3,1,4,NA,2,2,3,2,1,8,0,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,5,2,1,2014,NA,NA,NA
"1:3099",2,NA,1504,215,NA,144,2,5,1,1,205,3,28,1,2,2,5,2,2,2,3,4,4,4,4,NA,1,5,2,NA,2,2,2,2,NA,NA,0,0,1,3,3,4,4,4,4,3,3,3,NA,NA,5,1,2,3,3,2,NA,NA,2,NA,NA,NA,NA,4,NA,3,2,2,4,NA,6,6,1,1,3,1,9,2,9,8,5,4,1,1,2,1,0,0,0,NA,NA,0,NA,NA,2,NA,NA,2,2,2,2,2,2,3,NA,NA,NA,NA,NA,13,2,2,3,2,2,1,3,0,NA,2,5,3,NA,2,1,4,2,1,8,5,0,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,5,1,4,2,1,2014,NA,NA,NA
"1:3100",2,NA,2202,222,NA,246,1,4,1,1,206,3,35,2,2,1,5,2,3,2,3,4,4,4,4,4,2,1,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,2,2,3,3,4,4,4,NA,NA,4,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,3,NA,2,2,2,2,NA,5,4,4,5,2,2,4,5,4,4,5,4,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,2,NA,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,2,6,0,NA,1,1,1,4,2,2,2,2,3,4,0,3,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,0,4,1,5,2,2,2014,NA,NA,NA
"1:3101",2,NA,10106,201,NA,23,1,1,1,1,201,1,28,2,2,2,5,3,3,2,2,2,4,4,4,4,2,NA,2,NA,1,1,2,2,NA,NA,1,0,3,3,2,1,3,1,7,3,5,7,NA,NA,1,1,1,3,7,7,NA,NA,5,NA,NA,NA,NA,2,NA,2,3,2,4,NA,7,5,5,4,3,2,7,10,9,8,5,10,1,1,2,0,0,0,NA,NA,NA,0,NA,NA,1,2,NA,2,2,2,2,2,4,4,NA,NA,NA,NA,NA,4,1,2,2,3,2,2,13,1,NA,1,5,4,NA,2,2,3,3,3,5,2,1,2,3,2,1,0,1,0,0,0,0,1,1,0,0,1,0,1,6,2,6,2,2,2014,NA,NA,NA
"1:3102",2,NA,11502,201,NA,55,1,1,1,1,201,1,29,1,2,1,3,3,2,2,3,2,4,4,4,NA,3,1,2,NA,2,2,2,2,NA,NA,0,1,3,1,3,1,4,1,1,1,1,7,NA,NA,7,1,1,1,4,1,NA,NA,1,NA,NA,NA,NA,3,NA,2,2,3,3,NA,3,1,1,1,3,1,10,10,3,3,3,3,10,1,2,1,1,0,NA,0,NA,NA,0,NA,1,2,1,1,1,1,1,2,3,4,NA,NA,NA,NA,NA,4,1,3,2,3,2,2,9,0,NA,1,5,1,4,1,1,3,2,2,4,1,2,3,5,1,1,0,1,0,1,1,0,1,1,0,0,1,0,1,3,1,4,2,1,2014,NA,NA,NA
"1:3103",2,NA,1212,212,NA,232,2,5,1,1,206,3,22,2,2,2,5,3,2,1,3,1,4,2,4,4,3,6,2,NA,1,1,2,2,NA,NA,1,1,2,2,2,3,4,2,4,1,1,3,NA,NA,6,3,2,2,4,4,NA,NA,4,NA,NA,NA,NA,3,NA,3,3,3,3,NA,6,6,1,4,3,1,4,3,1,1,1,1,4,2,2,1,0,0,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,2,3,3,NA,NA,NA,NA,NA,13,2,2,2,2,2,2,9,1,NA,1,1,5,NA,2,1,3,2,1,6,1,0,2,5,2,1,0,1,1,0,0,0,1,1,0,0,1,0,0,4,1,6,2,2,2014,NA,NA,NA
"1:3104",2,NA,107,201,NA,33,1,1,1,1,201,3,61,1,2,2,1,2,2,2,3,1,4,3,4,NA,3,7,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,4,3,3,4,2,3,5,NA,NA,5,3,3,2,3,3,NA,NA,2,NA,NA,NA,NA,3,NA,3,2,3,4,NA,7,7,1,4,3,2,5,1,1,1,1,1,5,3,1,0,0,0,0,0,NA,0,0,NA,2,NA,2,2,2,1,2,2,3,3,NA,NA,NA,NA,NA,13,2,3,3,3,2,2,3,0,NA,1,2,1,2,2,2,3,2,2,6,2,3,2,5,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,6,1,6,2,1,2014,NA,NA,NA
"1:3105",2,NA,2202,222,NA,246,1,4,1,1,206,3,69,1,2,1,1,3,3,2,1,1,2,2,3,NA,2,5,2,NA,1,1,2,2,NA,NA,0,0,2,2,2,2,2,4,3,4,6,5,NA,NA,7,2,1,5,6,2,NA,NA,5,NA,NA,NA,NA,2,NA,3,1,2,4,NA,5,5,5,5,2,2,5,5,5,5,6,7,5,5,2,0,0,0,NA,NA,NA,0,0,NA,2,NA,2,1,1,1,2,2,2,3,NA,NA,NA,NA,NA,2,3,3,2,2,2,2,9,1,NA,1,1,1,4,2,1,2,2,2,5,0,7,2,4,1,1,0,1,2,0,0,1,1,1,1,0,1,0,1,7,1,4,2,1,2014,NA,NA,NA
"1:3106",2,NA,1213,212,NA,105,2,5,1,1,203,3,38,1,2,2,5,3,3,2,3,1,2,2,4,NA,2,6,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,3,2,3,3,2,2,3,NA,NA,5,2,3,2,3,3,NA,NA,3,NA,NA,NA,NA,3,NA,3,3,3,3,NA,6,6,2,3,3,2,1,1,1,1,1,1,1,1,2,0,0,0,NA,0,NA,0,0,NA,2,NA,2,2,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,3,2,3,3,2,2,6,1,NA,2,1,1,2,2,2,3,2,3,5,1,2,2,5,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,5,1,6,2,1,2014,NA,NA,NA
"1:3107",2,NA,413,204,NA,77,2,5,1,1,203,3,19,2,2,2,5,2,2,2,4,1,4,4,4,4,2,5,2,NA,NA,NA,NA,2,NA,NA,1,0,2,3,3,3,4,2,3,2,2,2,NA,NA,4,1,1,1,1,4,NA,NA,NA,NA,NA,NA,NA,4,NA,3,3,3,4,NA,7,4,1,4,3,1,1,1,1,1,1,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,2,2,2,2,4,3,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,6,0,NA,2,2,5,NA,2,2,3,2,1,7,3,2,3,5,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,4,1,6,2,2,2014,NA,NA,NA
"1:3108",2,NA,10104,201,NA,14,1,1,1,1,201,1,44,2,2,2,5,3,3,2,2,4,2,3,4,4,1,4,2,NA,1,1,2,2,NA,NA,0,0,2,2,3,4,3,1,7,1,1,7,NA,NA,7,1,4,1,1,7,NA,NA,1,NA,NA,NA,NA,3,NA,2,2,3,6,NA,6,7,3,3,2,2,2,1,9,4,3,2,4,1,2,0,0,0,NA,NA,NA,NA,0,NA,1,3,1,1,1,1,1,2,4,3,NA,NA,NA,NA,NA,12,1,2,3,2,2,2,7,2,NA,3,4,5,NA,2,2,3,3,3,6,1,5,2,5,1,1,0,1,1,0,1,0,1,1,1,1,1,0,1,4,2,3,2,2,2014,NA,NA,NA
"1:3109",2,NA,1213,212,NA,105,2,5,1,1,203,3,54,2,2,3,19,3,3,2,4,1,4,2,4,3,2,5,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,3,3,3,3,3,2,3,NA,NA,4,3,2,3,4,3,NA,NA,4,NA,NA,NA,NA,3,NA,3,3,3,3,NA,5,5,2,4,3,2,4,1,1,NA,NA,NA,1,1,2,0,0,0,NA,NA,NA,0,0,NA,2,NA,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,6,1,NA,2,1,5,NA,2,2,3,3,2,6,2,3,2,5,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4,1,6,2,2,2014,NA,NA,NA
"1:3110",2,NA,609,206,NA,204,2,5,1,1,206,3,74,2,2,1,19,2,3,2,3,3,3,3,3,3,2,1,2,NA,1,2,1,2,NA,NA,0,0,2,3,2,3,3,6,2,4,4,4,NA,NA,4,3,4,3,3,4,NA,NA,4,NA,NA,NA,NA,3,NA,3,3,2,3,NA,5,5,4,4,3,2,3,3,4,5,6,4,5,1,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,1,1,2,2,3,NA,NA,NA,NA,NA,4,2,2,2,3,2,2,NA,NA,NA,1,5,5,NA,2,2,2,2,2,5,1,3,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,4,1,5,2,2,2014,NA,NA,NA
"1:3111",2,NA,10802,201,NA,41,1,1,1,1,201,1,66,1,2,1,70,2,2,2,4,1,3,4,4,NA,4,NA,2,NA,2,2,2,2,NA,NA,1,0,4,3,3,1,4,2,7,1,1,7,NA,NA,1,1,1,1,1,1,NA,NA,2,NA,NA,NA,NA,5,NA,NA,3,3,5,NA,2,7,1,2,3,2,5,1,10,5,1,1,1,1,NA,0,0,0,NA,0,NA,0,0,NA,1,1,1,1,1,1,1,2,4,NA,NA,NA,NA,NA,NA,2,1,3,NA,4,2,1,3,1,NA,4,5,1,4,2,2,4,3,2,8,12,12,7,5,3,1,0,1,0,0,1,0,1,1,0,0,1,0,1,4,2,6,2,1,2014,NA,NA,NA
"1:3112",2,NA,504,205,NA,190,2,5,1,1,206,3,56,2,2,1,14,3,2,2,3,1,2,4,4,3,4,7,2,NA,2,2,2,2,NA,NA,0,0,2,3,2,3,2,5,5,6,6,6,NA,NA,6,6,7,3,3,3,NA,NA,2,NA,NA,NA,NA,3,NA,4,1,3,5,NA,4,7,2,4,2,2,1,1,3,2,2,1,1,1,2,0,0,0,NA,NA,NA,0,NA,NA,1,3,1,2,1,1,1,2,4,3,NA,NA,NA,NA,NA,4,1,2,2,1,2,2,0,0,NA,1,5,5,NA,2,2,3,2,1,4,2,5,3,5,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,4,2,5,2,2,2014,NA,NA,NA
"1:3113",2,NA,301,203,NA,66,2,5,1,1,203,3,61,1,2,1,3,3,3,2,2,3,3,3,4,NA,1,1,2,NA,2,1,2,2,NA,NA,0,0,3,3,3,4,3,4,3,4,5,4,NA,NA,3,4,4,4,4,4,NA,NA,4,NA,NA,NA,NA,3,NA,3,3,3,3,NA,7,4,3,4,3,2,4,4,5,6,4,4,1,1,2,0,0,0,NA,0,NA,NA,0,NA,2,NA,2,2,1,1,1,2,3,3,NA,NA,NA,NA,NA,1,3,3,3,3,2,2,NA,0,NA,1,1,1,4,2,2,3,3,2,6,2,4,3,5,1,0,0,1,0,0,0,0,1,0,0,0,0,NA,0,6,1,5,2,1,2014,NA,NA,NA
"1:3114",2,NA,10106,201,NA,21,1,1,1,1,201,1,24,1,2,1,13,3,2,2,3,1,4,4,4,NA,2,8,2,NA,1,1,1,1,3,NA,1,1,3,2,1,2,3,3,4,1,1,4,NA,NA,5,1,1,1,2,3,NA,NA,4,NA,NA,NA,NA,3,NA,3,3,3,3,NA,5,5,1,3,3,2,3,1,1,1,1,1,1,1,2,0,0,0,NA,0,NA,0,NA,NA,1,3,1,2,1,1,1,2,3,3,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,9,2,NA,2,2,1,4,2,2,3,2,3,5,2,1,2,2,2,1,0,1,0,1,0,0,1,1,0,NA,1,0,1,5,1,6,2,1,2014,NA,NA,NA
"1:3115",2,NA,10103,201,NA,12,1,1,1,1,201,1,38,2,2,3,5,3,3,2,2,4,2,4,4,4,4,10,2,NA,1,2,2,2,NA,NA,1,1,2,3,3,4,4,1,1,1,1,1,NA,NA,3,1,1,1,1,4,NA,NA,1,NA,NA,NA,NA,4,NA,2,2,3,6,NA,7,7,1,3,3,2,6,7,2,2,2,2,10,8,NA,0,0,0,NA,NA,NA,0,0,NA,2,NA,2,2,1,1,1,2,3,3,NA,NA,NA,NA,NA,4,3,2,3,2,2,1,6,1,NA,1,4,5,NA,2,2,3,3,2,9,2,6,2,4,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,2,6,2,2,2014,NA,NA,NA
"1:3116",2,NA,609,206,NA,202,2,5,1,1,206,3,28,2,2,1,57,3,3,2,3,1,4,3,4,3,3,2,2,NA,1,2,2,2,NA,NA,0,0,2,3,3,3,3,4,3,4,4,4,NA,NA,5,7,3,5,4,5,NA,NA,4,NA,NA,NA,NA,3,NA,2,2,3,4,NA,7,1,5,5,3,2,8,4,5,5,5,4,5,5,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,NA,1,1,2,2,3,NA,NA,NA,NA,NA,4,3,3,3,3,2,2,NA,0,NA,1,5,4,NA,2,2,3,2,1,6,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,1,5,2,2,2014,NA,NA,NA
"1:3117",2,NA,116,201,NA,59,2,5,1,1,201,2,65,2,2,2,5,2,2,2,4,4,4,4,4,4,3,6,2,NA,2,2,2,2,NA,NA,0,0,2,3,2,3,4,1,2,2,2,3,NA,NA,5,2,2,1,1,1,NA,NA,1,NA,NA,NA,NA,3,NA,2,2,2,4,NA,3,4,1,4,2,1,1,1,1,1,1,1,1,1,2,0,0,0,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,1,1,1,2,3,NA,NA,NA,NA,NA,13,3,2,3,3,2,2,3,0,NA,1,1,1,4,2,2,3,2,3,7,0,12,2,5,2,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,1,6,2,2,2014,NA,NA,NA
"1:3118",2,NA,10101,201,NA,3,1,1,1,1,201,1,56,2,2,1,1,2,2,2,3,1,4,4,4,4,2,NA,2,NA,2,2,2,2,NA,NA,0,0,2,3,2,3,3,5,5,5,6,6,NA,NA,6,5,6,1,5,5,NA,NA,6,NA,NA,NA,NA,2,NA,2,2,2,NA,NA,5,5,6,NA,2,1,1,5,5,5,5,4,5,2,2,0,0,0,0,NA,NA,NA,NA,NA,2,NA,2,2,1,2,1,2,4,1,NA,NA,NA,NA,NA,1,3,3,3,2,2,1,6,0,NA,1,12,5,NA,2,2,3,2,1,4,0,4,2,5,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1,3,2,6,2,2,2014,NA,NA,NA
"1:3119",2,NA,10107,201,NA,28,1,1,1,1,201,1,41,1,2,1,5,3,3,2,3,1,2,4,4,NA,4,2,2,NA,2,2,2,2,NA,NA,0,0,3,3,2,3,2,6,4,4,3,4,NA,NA,6,3,3,5,1,5,NA,NA,4,NA,NA,NA,NA,3,NA,2,3,3,3,NA,1,7,3,4,3,2,5,4,3,4,3,3,1,1,1,1,0,0,NA,0,NA,NA,0,NA,2,NA,2,2,1,1,1,1,3,3,NA,NA,NA,NA,NA,13,3,2,4,3,2,2,6,0,NA,1,12,1,3,2,2,3,2,2,6,3,4,3,4,2,1,1,1,0,1,1,0,1,1,0,0,1,1,1,5,2,5,2,1,2014,NA,NA,NA
"1:3120",2,NA,1601,216,NA,148,2,5,1,1,205,2,20,1,2,2,18,3,3,2,4,3,4,4,4,NA,3,NA,2,NA,NA,NA,NA,2,NA,NA,0,0,3,3,3,4,2,4,NA,NA,NA,NA,NA,NA,5,NA,1,1,1,1,NA,NA,1,NA,NA,NA,NA,4,NA,3,2,3,6,NA,7,6,1,1,2,2,9,6,1,1,1,1,1,1,2,0,0,0,NA,0,NA,NA,NA,NA,2,NA,2,2,1,1,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,5,0,NA,2,1,1,4,2,2,3,2,1,5,2,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,6,1,4,2,1,2014,NA,NA,NA
"1:3121",2,NA,301,203,NA,67,1,3,1,1,203,3,52,1,2,2,5,2,3,2,3,2,4,4,4,NA,1,4,2,NA,2,2,2,2,NA,NA,0,0,2,3,3,4,1,5,3,6,3,5,NA,NA,7,3,2,3,4,4,NA,NA,3,NA,NA,NA,NA,3,NA,2,2,2,4,NA,6,5,4,3,2,2,3,1,5,6,3,1,1,1,1,0,0,0,NA,NA,NA,0,NA,NA,2,NA,2,2,1,1,1,2,4,3,NA,NA,NA,NA,NA,3,3,2,4,3,2,2,1,0,NA,1,5,7,NA,2,2,3,3,2,3,0,1,3,5,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,5,1,5,2,1,2014,NA,NA,NA
"1:3122",2,NA,10107,201,NA,27,1,1,1,1,201,1,31,2,2,1,5,2,2,2,2,1,2,4,4,4,2,4,2,NA,1,1,2,1,1,NA,1,1,2,3,3,3,2,4,7,4,7,7,NA,NA,6,5,6,3,6,6,NA,NA,6,NA,NA,NA,NA,2,NA,2,1,3,2,NA,3,7,7,4,2,1,6,1,6,6,6,3,1,2,2,0,0,0,NA,NA,NA,NA,0,NA,1,2,2,1,2,1,2,1,3,2,NA,NA,NA,NA,NA,4,1,2,3,1,2,2,4,1,NA,1,1,5,NA,1,2,2,2,3,6,2,1,2,2,1,0,0,1,0,0,1,0,1,1,1,1,1,0,1,2,2,3,2,2,2014,NA,NA,NA
"1:3123",2,NA,1104,211,NA,226,2,5,1,1,206,3,43,1,2,2,5,3,3,2,3,2,2,4,4,NA,3,5,2,NA,2,2,2,2,NA,NA,1,0,3,1,3,3,3,3,3,3,3,3,NA,NA,7,5,2,3,3,5,NA,NA,6,NA,NA,NA,NA,3,NA,3,2,3,4,NA,5,5,5,5,2,2,2,8,2,3,2,2,2,2,1,0,0,0,NA,0,NA,NA,0,NA,1,2,2,1,1,1,1,2,3,3,NA,NA,NA,NA,NA,4,3,2,3,3,2,1,2,1,NA,1,1,1,2,2,2,3,3,2,6,1,4,3,3,2,0,0,1,1,0,0,0,1,0,1,0,1,0,1,5,1,5,2,1,2014,NA,NA,NA
"1:3124",2,NA,117,201,NA,62,2,5,1,1,201,2,32,1,2,3,5,3,1,2,2,1,4,4,2,NA,1,2,2,NA,1,1,1,1,1,NA,1,1,3,1,1,3,1,4,3,4,7,4,NA,NA,4,5,5,3,5,4,NA,NA,2,NA,NA,NA,NA,2,NA,3,2,2,3,NA,4,5,6,4,3,2,4,7,4,5,3,4,3,5,1,0,0,0,NA,0,NA,NA,NA,NA,1,1,2,2,1,1,1,2,3,2,NA,NA,NA,NA,NA,12,3,2,1,1,1,1,0,0,NA,1,2,1,4,2,1,2,3,1,3,0,0,3,1,2,1,1,1,0,0,0,0,1,1,0,1,1,0,1,6,1,5,2,1,2014,NA,NA,NA
"1:3125",2,NA,1805,218,NA,173,1,4,1,1,205,2,42,1,2,3,5,3,2,2,4,3,3,4,3,NA,4,3,2,NA,2,2,2,1,2,NA,1,1,3,2,3,3,2,5,6,6,4,7,NA,NA,6,4,5,3,3,1,NA,NA,3,NA,NA,NA,NA,3,NA,2,2,3,2,NA,6,6,1,1,NA,2,1,4,3,3,1,1,1,1,1,0,0,0,NA,0,NA,NA,NA,NA,1,3,2,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,3,2,NA,3,2,2,11,1,NA,2,1,1,4,2,2,2,2,2,3,0,1,7,4,3,1,0,1,0,0,0,0,1,1,0,0,1,0,1,5,1,4,2,1,2014,NA,NA,NA
