,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
69,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,2000,Chiapas,Pijijiapan (Chiapas),Baja California,Tijuana (Baja California),Baja California,Tijuana (Baja California),Tijuana (Baja California),Automóvil particular,Buscar trabajo,Ninguna
70,Mujer,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,617,Tecún Umán,Autobús o camioneta,5000,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Cerro Azul (Veracruz de Ignacio de la Llave),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
71,Mujer,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Gracias a Dios,Ahuas,La Mesilla,Autobús o camioneta,2500,Chiapas,Pijijiapan (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Piedras Negras (Coahuila de Zaragoza),Automóvil particular,Buscar trabajo,Ninguna
72,Mujer,44,Sí,No,La Paz,Santa María,Tecún Umán,Autobús o camioneta,3000,Chiapas,Mapastepec (Chiapas),Tabasco,Cárdenas (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
73,Mujer,27,Sí,No,La Paz,Santa Ana,Tecún Umán,Autobús o camioneta,3000,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Piedras Negras (Coahuila de Zaragoza),Automóvil particular,Buscar trabajo,Ninguna
74,Mujer,52,Sí,No,Choluteca,Apacilagua,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
75,Mujer,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,617,Tecún Umán,Autobús o camioneta,2000,Sonora,Altar (Sonora),Hidalgo,Apan (Hidalgo),Nuevo León,Monterrey (Nuevo León),Heroica Matamoros (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
76,Mujer,30,Sí,No,Atlántida,La Ceiba,Tecún Umán,Autobús o camioneta,2500,Chiapas,Ocosingo (Chiapas),Nuevo León,Anáhuac (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
77,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,La Paz,Santa María,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Frontera Comalapa (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
78,Hombre,33,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Francisco Morazán,La Venta,Tecún Umán,Autobús o camioneta,3500,México,San Jorge Pueblo Nuevo (México),Distrito Federal,Benito Juárez (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
79,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,Comayagua,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
80,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,1110,Tecún Umán,Autobús o camioneta,3000,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
81,Hombre,24,Sí,No,Copan,Santa Rosa de Copán,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Trabajar,1
82,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Copan,San Jerónimo,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Álvaro Obregón (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
83,Hombre,33,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,1115,Tecún Umán,Autobús o camioneta,5000,Chiapas,Tuxtla Gutiérrez (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
84,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1118,Tecún Umán,Autobús o camioneta,3000,Distrito Federal,Benito Juárez (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
85,Hombre,40,Sí,Sí,El Paraíso,El Paraíso,Gracias a Dios,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Coyoacán (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
86,Mujer,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,Alauca,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Distrito Federal,Coyoacán (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
87,Hombre,33,Sí,No,Choluteca,Apacilagua,Tecún Umán,Autobús o camioneta,2500,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
88,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,Villanueva,Tecún Umán,Autobús o camioneta,3500,Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
89,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,Apacilagua,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Mapastepec (Chiapas),Tabasco,Cárdenas (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
90,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Reitoca,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Guanajuato,Comonfort (Guanajuato),Puebla,Acajete (Puebla),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
91,Hombre,30,No,No,Francisco Morazán,San Miguelito,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Las Rosas (Chiapas),Distrito Federal,Coyoacán (Distrito Federal),Distrito Federal,Coyoacán (Distrito Federal),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
92,Hombre,30,Sí,No,El Paraíso,El Paraíso,Tecún Umán,Autobús o camioneta,3500,Tabasco,Cárdenas (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
93,Hombre,22,Sí,No,Gracias a Dios,Wampusirpi,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tabasco,Tenosique de Pino Suárez (Tabasco),Nuevo León,Monterrey (Nuevo León),Distrito Federal,Coyoacán (Distrito Federal),Heroica Matamoros (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
94,Mujer,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Sabanagrande,Tecún Umán,Autobús o camioneta,2500,Tamaulipas,Reynosa (Tamaulipas),Tabasco,Cárdenas (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
95,Hombre,44,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Marcovia,Gracias a Dios,Autobús o camioneta,4500,Chiapas,Chiapa de Corzo (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
96,Hombre,56,No,Sí,Cortés,515,Tecún Umán,Automóvil/Motocicleta particular,3500,Oaxaca,Ciudad Ixtepec (Oaxaca),Distrito Federal,Benito Juárez (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,3
97,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Cortés,515,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,3
98,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,Teupasenti,Gracias a Dios,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,No especificado,San Luis Potosí,Cárdenas (San Luis Potosí),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,2
99,Hombre,40,Sí,Sí,Atlántida,Arizona,Gracias a Dios,Autobús o camioneta,4500,Chiapas,Comitán de Domínguez (Chiapas),Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,20
100,Mujer,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Balfate,Tecún Umán,Autobús o camioneta,3500,Chiapas,Arriaga (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,4
101,Mujer,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Bonito Oriental,Tecún Umán,Ninguno (caminando o nadando),4000,Oaxaca,Ciudad Ixtepec (Oaxaca),San Luis Potosí,Cárdenas (San Luis Potosí),Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,11
102,Mujer,28,Sí,Sí,Cortés,San Antonio de Cortés,La Mesilla,Autobús o camioneta,3500,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Chiapas,Tuxtla Gutiérrez (Chiapas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,7
103,Mujer,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Cortés,514,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Oaxaca,Ciudad Ixtepec (Oaxaca),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Buscar trabajo,2
104,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,517,La Mesilla,Autobús o camioneta,4000,Distrito Federal,Álvaro Obregón (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,6
105,Hombre,36,Sí,Sí,Comayagua,Comayagua,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,20
106,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Apacilagua,La Mesilla,Autobús o camioneta,4250,Chiapas,Arriaga (Chiapas),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,1
107,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1123,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tabasco,Villahermosa (Tabasco),Tabasco,Villahermosa (Tabasco),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
108,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Santa Rosa de Aguán,No especificado,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,4
109,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Intubucá,San Isidro,No sabe,Autobús o camioneta,7500,Chiapas,Arriaga (Chiapas),Distrito Federal,Álvaro Obregón (Distrito Federal),Chiapas,Arriaga (Chiapas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),Ninguno (caminando o nadando),Trabajar,4
110,Hombre,37,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Copan,426,La Técnica,Autobús o camioneta,4000,Tabasco,Tenosique de Pino Suárez (Tabasco),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,22
111,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,Choluteca,No sabe,Autobús o camioneta,3000,Chiapas,Arriaga (Chiapas),Chiapas,Tuxtla Gutiérrez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,Ninguna
112,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,San José,Tecún Umán,Autobús o camioneta,4000,Puebla,Heróica Puebla de Zaragoza (Puebla),Distrito Federal,Coyoacán (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
113,Hombre,40,Sí,Sí,Cortés,Choloma,Tecún Umán,Autobús o camioneta,3000,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
114,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Cortés,517,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Heroica Matamoros (Tamaulipas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Heroica Matamoros (Tamaulipas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
115,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Colón,Bonito Oriental,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
116,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,San José,Naranjo,Autobús o camioneta,3000,Puebla,Heróica Puebla de Zaragoza (Puebla),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
117,Hombre,41,No,Sí,Intubucá,Colomoncagua,No sabe,Autobús o camioneta,3500,Tamaulipas,Reynosa (Tamaulipas),No especificado,No especificado,No especificado,No especificado,Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
118,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,Choloma,Tecún Umán,Autobús o camioneta,3000,Puebla,Acajete (Puebla),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
