,sex,age,read_write,head_house,home_dept,home_city,mex_port,trans_crossm,coyote_usd,first_state,first_city,second_state,second_city,long_state,long_city,us_entry,trans_crossu,reason,fellow_trav
1196,Hombre,43,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Palenque (Chiapas),Puebla,Acajete (Puebla),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1197,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,La Paz,Guajiquiro,Tecún Umán,Autobús o camioneta,3500,Chiapas,Mapastepec (Chiapas),Tabasco,Villahermosa (Tabasco),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1198,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Lempira,Candelaria,Tecún Umán,Autobús o camioneta,3500,Chiapas,Arriaga (Chiapas),Durango,El Salto (Durango),Puebla,Acajete (Puebla),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1199,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Lempira,No especificado,Tecún Umán,Autobús o camioneta,10000,Chiapas,Cacahoatán (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1200,Hombre,28,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,7000,Chiapas,Chiapa de Corzo (Chiapas),Tabasco,Cárdenas (Tabasco),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1201,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,Omoa,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1202,Hombre,45,Sí,No,Ocotepeque,Belén Gualcho,Tecún Umán,Autobús o camioneta,3500,Distrito Federal,Iztacalco (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Piedras Negras (Coahuila de Zaragoza),Automóvil particular,Buscar trabajo,Ninguna
1203,Mujer,35,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,San Ignacio,La Mesilla,Autobús o camioneta,2500,México,Buenavista (México),Guerrero,120460001,Tamaulipas,Reynosa (Tamaulipas),Tijuana (Baja California),Automóvil particular,Buscar trabajo,Ninguna
1204,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,El Paraíso,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Guanajuato,Guanajuato (Guanajuato),Chiapas,Tuxtla Gutiérrez (Chiapas),Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1205,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,El Porvenir,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1206,Hombre,23,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,Autobús o camioneta,4000,Distrito Federal,Álvaro Obregón (Distrito Federal),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,5
1207,Hombre,52,Sí,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,3000,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Distrito Federal,Coyoacán (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Trabajar,Ninguna
1208,Hombre,39,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Nuevo Laredo (Tamaulipas),Nuevo Laredo (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1209,Mujer,41,Sí,No,Francisco Morazán,Distrito Central,Tecún Umán,Autobús o camioneta,3500,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1210,Hombre,45,Sí,Sí,La Paz,Opatoro,No sabe,Autobús o camioneta,4500,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1211,Mujer,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,109,Tecún Umán,Autobús o camioneta,4000,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1212,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,1121,No sabe,Autobús o camioneta,4000,Chiapas,Chiapa de Corzo (Chiapas),Distrito Federal,Iztacalco (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Piedras Negras (Coahuila de Zaragoza),Ninguno (caminando o nadando),Trabajar,10
1213,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Santa María,No sabe,Autobús o camioneta,4500,Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1214,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Copan,Dolores,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Veracruz de Ignacio de la Llave,Poza Rica de Hidalgo (Veracruz de Ignacio de la Llave),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1215,Hombre,32,Sí,Sí,Cortés,Potrerillos,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Oaxaca,Ciudad Ixtepec (Oaxaca),Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tijuana (Baja California),Ninguno (caminando o nadando),Trabajar,2
1216,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,El Paraíso,Oropolí,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Distrito Federal,No especificado,Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Automóvil particular,Trabajar,2
1217,Hombre,33,Sí,Sí,Colón,Santa Rosa de Aguán,La Mesilla,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chihuahua,Chihuahua (Chihuahua),Puebla,Heróica Puebla de Zaragoza (Puebla),Chiapas,Arriaga (Chiapas),Juárez (Chihuahua),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,2
1218,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Sonora,Altar (Sonora),Distrito Federal,Cuauhtémoc (Distrito Federal),Distrito Federal,Cuauhtémoc (Distrito Federal),Sonoyta (Sonora),Ninguno (caminando o nadando),Trabajar,3
1219,Hombre,30,Sí,Sí,Comayagua,Ojos de Agua,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Sonora,Hermosillo (Sonora),Sonora,Heroica Caborca (Sonora),Sonoyta (Sonora),Ninguno (caminando o nadando),Trabajar,7
1220,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Atlántida,Tela,Tecún Umán,Autobús o camioneta,4000,Distrito Federal,Azcapotzalco (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Ciudad Miguel Alemán (Tamaulipas),Miguel Alemán (Brecha 124 entre Kilómetro 15 y 16 Norte) (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,30
1221,Hombre,30,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,El Carmen,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,No especificado,San Luis Potosí,Cárdenas (San Luis Potosí),Distrito Federal,No especificado,Heroica Matamoros (Tamaulipas),Ninguno (caminando o nadando),Reunirse con familiares,24
1222,Hombre,42,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1108,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Veracruz de Ignacio de la Llave,Acayucan (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,3
1223,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Islas de la Bahía,1121,Gracias a Dios,Ninguno (caminando o nadando),3500,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Distrito Federal,No especificado,Sonora,Heroica Ciudad de Cananea (Sonora),Heroica Ciudad de Cananea (Sonora),Ninguno (caminando o nadando),Trabajar,20
1224,Hombre,22,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,El Paraíso,Soledad,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Chihuahua,Juárez (Chihuahua),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,2
1225,Hombre,36,Sí,Sí,La Paz,Santa María,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Nuevo León,Monterrey (Nuevo León),Distrito Federal,No especificado,Coahuila de Zaragoza,Torreón (Coahuila de Zaragoza),Ciudad Acuña (Coahuila de Zaragoza),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
1226,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Cortés,515,Gracias a Dios,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Durango,El Salto (Durango),Distrito Federal,Álvaro Obregón (Distrito Federal),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,9
1227,Hombre,40,Sí,Sí,Vive en EUA,Vive en EUA,Gracias a Dios,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Chiapas,Arriaga (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Reunirse con familiares,3
1228,Hombre,24,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Francisco Morazán,Nueva Armenia,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,No sabe,No sabe,No sabe,No sabe,Chihuahua,Juárez (Chihuahua),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
1229,Hombre,36,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Chihuahua,Juárez (Chihuahua),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,Ninguna
1230,Hombre,39,Sí,Sí,Colón,Bonito Oriental,Tecún Umán,Ninguno (caminando o nadando),No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Jalisco,Guadalajara (Jalisco),Baja California,Tijuana (Baja California),Tijuana (Baja California),Ninguno (caminando o nadando),Buscar trabajo,Ninguna
1231,Hombre,29,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,6500,Puebla,Acajete (Puebla),Guerrero,Tixtla de Guerrero (Guerrero),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Reunirse con familiares,Ninguna
1232,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,7000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,Ninguna
1233,Hombre,20,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Vive en EUA,Vive en EUA,El Ceibo,Autobús o camioneta,5000,Michoacán de Ocampo,160340001,Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,Ninguna
1234,Hombre,38,Sí,Sí,Islas de la Bahía,1123,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Chihuahua,Juárez (Chihuahua),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Reunirse con familiares,4
1235,Hombre,31,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,4000,Chiapas,Arriaga (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Trabajar,20
1236,Hombre,18,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Comayagua,San Luis,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Durango,El Salto (Durango),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Reunirse con familiares,Ninguna
1237,Hombre,42,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Copan,429,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Benito Juárez (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1238,Hombre,25,No,Sí,Copan,427,El Ceibo,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Distrito Federal,Coyoacán (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1239,Hombre,35,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1110,Tecún Umán,Autobús o camioneta,4000,Nuevo León,Monterrey (Nuevo León),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1240,Hombre,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1116,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1241,Hombre,35,No,No,La Paz,Aguanqueterique,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Puebla,Acajete (Puebla),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1242,Hombre,34,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Islas de la Bahía,1105,Gracias a Dios,Autobús o camioneta,4000,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,14
1243,Hombre,19,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,La Paz,Chinacla,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Reforma (Chiapas),Veracruz de Ignacio de la Llave,Agua Dulce (Veracruz de Ignacio de la Llave),Puebla,Ciudad de Libres (Puebla),Tijuana (Baja California),Autobús o camioneta,Buscar trabajo,Ninguna
1244,Hombre,20,Sí,Sí,Ocotepeque,Ocotepeque,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Benito Juárez (Distrito Federal),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1245,Hombre,35,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,La Paz,Santa María,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1246,Hombre,32,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,San Francisco,Tecún Umán,"Balsas (cámaras de llanta, tambos, maderos)",No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1247,Hombre,28,Sí,No,Cortés,Potrerillos,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Berriozábal (Chiapas),Puebla,210040001,Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1248,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Lempira,Mapulaca,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Tapachula de Córdova y Ordóñez (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1249,Hombre,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,La Paz,San Pedro de Tutule,La Mesilla,Autobús o camioneta,4000,Chiapas,Chiapa de Corzo (Chiapas),Puebla,Altepexi (Puebla),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1250,Mujer,26,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Atlántida,San Francisco,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Puebla,Heróica Puebla de Zaragoza (Puebla),Distrito Federal,Coyoacán (Distrito Federal),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1251,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Lempira,La Iguala,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Huixtla (Chiapas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1252,Mujer,25,Sí,No,Copan,Florida,Tecún Umán,Autobús o camioneta,4000,Chiapas,Tuxtla Gutiérrez (Chiapas),Puebla,Heróica Puebla de Zaragoza (Puebla),Nuevo León,Monterrey (Nuevo León),Entró a Estados Unidos por avión,Ninguno (caminando o nadando),Trabajar,1
1253,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Lempira,Cololaca,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Las Margaritas (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Tijuana (Baja California),Automóvil particular,Buscar trabajo,Ninguna
1254,Mujer,60,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,San José,La Mesilla,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1255,Hombre,31,No,No,Copan,Veracruz,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Reynosa (Tamaulipas),Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Buscar trabajo,Ninguna
1256,Mujer,21,El último año de escuela que aprobó es desde básicos o secundaria en adelante,No,Choluteca,San Antonio de Flores,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Chiapa de Corzo (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Autobús o camioneta,Buscar trabajo,Ninguna
1257,Hombre,25,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,Tecún Umán,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Trabajar,Ninguna
1258,Hombre,53,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),"Balsas (cámaras de llanta, tambos, maderos)",Reunirse con familiares,Ninguna
1259,Hombre,22,Sí,Sí,Gracias a Dios,Wampusirpi,La Mesilla,Autobús o camioneta,2000,Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Jalisco,Guadalajara (Jalisco),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Trabajar,1
1260,Hombre,23,Sí,Sí,Copan,El Paraíso,No sabe,Autobús o camioneta,5000,Distrito Federal,Álvaro Obregón (Distrito Federal),Chihuahua,Juárez (Chihuahua),Chihuahua,Juárez (Chihuahua),Juárez (Chihuahua),Ninguno (caminando o nadando),Trabajar,16
1261,Hombre,34,Sí,Sí,Francisco Morazán,San Ignacio,Tecún Umán,Autobús o camioneta,6500,Chiapas,Arriaga (Chiapas),Veracruz de Ignacio de la Llave,Veracruz (Veracruz de Ignacio de la Llave),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,Ninguna
1262,Hombre,31,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Distrito Federal,Álvaro Obregón (Distrito Federal),Sonora,Altar (Sonora),Sonora,Altar (Sonora),Altar (Sonora),Ninguno (caminando o nadando),Reunirse con familiares,Ninguna
1263,Hombre,28,Sí,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,5000,No sabe,No sabe,No sabe,No sabe,No sabe,No sabe,Otras Ciudades de Sonora,Ninguno (caminando o nadando),Trabajar,20
1264,Hombre,41,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Vive en EUA,Vive en EUA,No sabe,Autobús o camioneta,3000,Chiapas,Arriaga (Chiapas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Automóvil particular,Trabajar,Ninguna
1265,Hombre,27,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Francisco Morazán,Alubarén,Gracias a Dios,Autobús o camioneta,No especificado,Nuevo León,Monterrey (Nuevo León),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Ninguno (caminando o nadando),Trabajar,2
1266,Hombre,42,El último año de escuela que aprobó es desde básicos o secundaria en adelante,Sí,Choluteca,Namasigue,No sabe,Autobús o camioneta,No contrató persona o pollero para que le ayudara a transitar por México para llegar a la frontera de EUA,Tamaulipas,Tampico (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Tamaulipas,Reynosa (Tamaulipas),Reynosa (Tamaulipas),Lancha o embarcación en el río,Trabajar,Ninguna
